name,tear,score,rate
대광 ,CHALLENGER,1212점,301승 239패 (55.74%)
xiayoujie,CHALLENGER,1206점,282승 225패 (55.62%)
Aileri,CHALLENGER,1206점,269승 223패 (54.67%)
Morgan,CHALLENGER,1206점,192승 146패 (56.80%)
Guo m1e na sai ,CHALLENGER,1205점,238승 189패 (55.74%)
hanni fans,CHALLENGER,1204점,132승 59패 (69.11%)
Zeus,CHALLENGER,1204점,226승 179패 (55.80%)
God Thunder,CHALLENGER,1202점,525승 477패 (52.40%)
jxqad7out6,CHALLENGER,1200점,275승 222패 (55.33%)
HyeonJu,CHALLENGER,1195점,242승 195패 (55.38%)
DRX Juhana,CHALLENGER,1194점,580승 530패 (52.25%)
으끄으끄,CHALLENGER,1192점,327승 269패 (54.87%)
Rich,CHALLENGER,1192점,153승 102패 (60.00%)
Bae Suzy,CHALLENGER,1191점,280승 238패 (54.05%)
모든것을극한으로,CHALLENGER,1190점,312승 245패 (56.01%)
IIrrooGG,CHALLENGER,1188점,154승 96패 (61.60%)
호떡붕어빵,CHALLENGER,1184점,185승 139패 (57.10%)
Ego BattIe,CHALLENGER,1184점,158승 126패 (55.63%)
신이 되는 길요,CHALLENGER,1174점,357승 266패 (57.30%)
DRX kyeahoo,CHALLENGER,1171점,361승 310패 (53.80%)
add astra,CHALLENGER,1170점,185승 130패 (58.73%)
키보드에음료쏟아서고장내는이도윤,CHALLENGER,1168점,244승 197패 (55.33%)
DRX,CHALLENGER,1168점,366승 320패 (53.35%)
따붕 람미스,CHALLENGER,1163점,253승 197패 (56.22%)
oljjlrpajkzqzxjy,CHALLENGER,1161점,312승 268패 (53.79%)
라 코,CHALLENGER,1159점,219승 177패 (55.30%)
300warriors,CHALLENGER,1153점,428승 364패 (54.04%)
Wo xing li,CHALLENGER,1148점,291승 225패 (56.40%)
DK Rahel,CHALLENGER,1143점,307승 254패 (54.72%)
추요정,CHALLENGER,1141점,113승 63패 (64.20%)
텐동맨,CHALLENGER,1136점,193승 146패 (56.93%)
Blaber,CHALLENGER,1134점,302승 262패 (53.55%)
Morgan,CHALLENGER,1134점,143승 99패 (59.09%)
Oner,CHALLENGER,1134점,193승 147패 (56.76%)
LFT DICE,CHALLENGER,1132점,233승 182패 (56.14%)
조사병단병사1,CHALLENGER,1128점,310승 263패 (54.10%)
Cold,CHALLENGER,1125점,143승 100패 (58.85%)
Blue Oasis,CHALLENGER,1121점,170승 141패 (54.66%)
snunup,CHALLENGER,1120점,393승 341패 (53.54%)
LSB,CHALLENGER,1118점,204승 156패 (56.67%)
누누와 윌럼프,CHALLENGER,1118점,133승 75패 (63.94%)
반년롤접다옴,CHALLENGER,1118점,164승 115패 (58.78%)
Bad End,CHALLENGER,1116점,409승 359패 (53.26%)
subintnqls06,CHALLENGER,1114점,178승 129패 (57.98%)
HLE Tempester,CHALLENGER,1113점,379승 332패 (53.31%)
quanliyifu,CHALLENGER,1113점,413승 366패 (53.02%)
시간의 숲,CHALLENGER,1111점,258승 213패 (54.78%)
Brance,CHALLENGER,1104점,242승 193패 (55.63%)
Forest,CHALLENGER,1104점,543승 504패 (51.86%)
FA Smlz,CHALLENGER,1103점,384승 342패 (52.89%)
Cloud,CHALLENGER,1102점,717승 670패 (51.69%)
BRO Enosh,CHALLENGER,1101점,635승 591패 (51.79%)
raptor,CHALLENGER,1101점,420승 368패 (53.30%)
720Cloud,CHALLENGER,1097점,283승 217패 (56.60%)
용병457,CHALLENGER,1093점,366승 325패 (52.97%)
재석종우상길찬호두홍진석강현만수,CHALLENGER,1093점,322승 296패 (52.10%)
Croquette,CHALLENGER,1092점,362승 327패 (52.54%)
locn,CHALLENGER,1091점,242승 230패 (51.27%)
langmanbusi,CHALLENGER,1090점,392승 342패 (53.41%)
chainasawman,CHALLENGER,1087점,421승 364패 (53.63%)
UmTi,CHALLENGER,1086점,172승 130패 (56.95%)
yskmismyson,CHALLENGER,1085점,217승 176패 (55.22%)
Permaban12542116,CHALLENGER,1083점,228승 184패 (55.34%)
IlllIlma,CHALLENGER,1083점,572승 524패 (52.19%)
Castlng,CHALLENGER,1083점,270승 223패 (54.77%)
의 주,CHALLENGER,1082점,119승 69패 (63.30%)
kakaxi7,CHALLENGER,1079점,437승 352패 (55.39%)
DRX,CHALLENGER,1073점,291승 242패 (54.60%)
xing zhui yue,CHALLENGER,1071점,345승 298패 (53.65%)
HLE Life Esports,CHALLENGER,1071점,239승 201패 (54.32%)
은가뉴,CHALLENGER,1071점,244승 194패 (55.71%)
기 회,CHALLENGER,1067점,189승 145패 (56.59%)
나카노 니노,CHALLENGER,1067점,127승 73패 (63.50%)
FA ady,CHALLENGER,1064점,532승 493패 (51.90%)
카와이 뽀시,CHALLENGER,1057점,389승 345패 (53.00%)
소년가장 원딜,CHALLENGER,1056점,299승 258패 (53.68%)
나도 신경 쓰지 않는다,CHALLENGER,1055점,190승 144패 (56.89%)
Daystar,CHALLENGER,1054점,154승 100패 (60.63%)
poome,CHALLENGER,1053점,220승 177패 (55.42%)
aowamzosq,CHALLENGER,1050점,308승 258패 (54.42%)
Loopy,CHALLENGER,1049점,321승 277패 (53.68%)
적수가없는사람,CHALLENGER,1047점,144승 96패 (60.00%)
행운이 따르기를,CHALLENGER,1047점,256승 213패 (54.58%)
Qing,CHALLENGER,1045점,400승 351패 (53.26%)
도천지,CHALLENGER,1045점,396승 353패 (52.87%)
김정민,CHALLENGER,1045점,246승 205패 (54.55%)
Burdol2,CHALLENGER,1044점,183승 136패 (57.37%)
BRO Pollu,CHALLENGER,1042점,510승 468패 (52.15%)
바지를 벗어,CHALLENGER,1039점,191승 144패 (57.01%)
piop5,CHALLENGER,1038점,293승 250패 (53.96%)
Doesnt matterr,CHALLENGER,1038점,145승 92패 (61.18%)
Pooh,CHALLENGER,1036점,431승 390패 (52.50%)
Indexy,CHALLENGER,1035점,355승 316패 (52.91%)
막강주니,CHALLENGER,1033점,397승 349패 (53.22%)
kctz,CHALLENGER,1033점,221승 158패 (58.31%)
땅굴팀 미드,CHALLENGER,1032점,188승 153패 (55.13%)
Samver,CHALLENGER,1032점,322승 276패 (53.85%)
xXiaoxiangG,CHALLENGER,1031점,322승 271패 (54.30%)
T1 Gumayusi,CHALLENGER,1031점,286승 244패 (53.96%)
피자사줬더니올리브만빼먹는이도윤,CHALLENGER,1029점,210승 161패 (56.60%)
rkswjfgkqslek,CHALLENGER,1028점,440승 395패 (52.69%)
헤 돈,CHALLENGER,1027점,173승 123패 (58.45%)
Clozer,CHALLENGER,1025점,169승 113패 (59.93%)
M G,CHALLENGER,1024점,453승 400패 (53.11%)
Mireu,CHALLENGER,1024점,180승 123패 (59.41%)
business boy,CHALLENGER,1023점,150승 107패 (58.37%)
광팔햄,CHALLENGER,1023점,318승 276패 (53.54%)
Som is cute,CHALLENGER,1022점,224승 180패 (55.45%)
라쿤99,CHALLENGER,1021점,192승 149패 (56.30%)
나를탓하지마라,CHALLENGER,1020점,282승 233패 (54.76%)
질병게임1,CHALLENGER,1020점,567승 513패 (52.50%)
90 마린,CHALLENGER,1020점,359승 302패 (54.31%)
VIICHAN,CHALLENGER,1019점,302승 228패 (56.98%)
dyjkbysb,CHALLENGER,1019점,157승 108패 (59.25%)
취미죽기특기죽기,CHALLENGER,1019점,174승 115패 (60.21%)
송도 톰 하디,CHALLENGER,1018점,157승 100패 (61.09%)
길가다가까까사달라고조르는이도윤,CHALLENGER,1017점,178승 135패 (56.87%)
잭장군 이현,CHALLENGER,1016점,298승 253패 (54.08%)
NS Carim,CHALLENGER,1015점,161승 121패 (57.09%)
생각이 통달하다,CHALLENGER,1012점,568승 518패 (52.30%)
130815,CHALLENGER,1010점,174승 124패 (58.39%)
악 신,CHALLENGER,1009점,138승 92패 (60.00%)
IHOPancakes,CHALLENGER,1009점,301승 264패 (53.27%)
Exusia,CHALLENGER,1007점,640승 594패 (51.86%)
Yusoo,CHALLENGER,1007점,326승 281패 (53.71%)
농심라면다내꺼야,CHALLENGER,1006점,260승 223패 (53.83%)
Happynewyear1,CHALLENGER,1005점,282승 227패 (55.40%)
pout2023,CHALLENGER,1005점,336승 283패 (54.28%)
YHS1,CHALLENGER,1003점,453승 408패 (52.61%)
후회 첫날,CHALLENGER,1002점,294승 229패 (56.21%)
autofill queue,CHALLENGER,1000점,368승 309패 (54.36%)
luck dog,CHALLENGER,999점,207승 168패 (55.20%)
Sad mood,CHALLENGER,998점,198승 154패 (56.25%)
FA 카니아,CHALLENGER,997점,176승 130패 (57.52%)
tiantianfankun,CHALLENGER,995점,403승 360패 (52.82%)
코쿠시보 데이찌,CHALLENGER,993점,215승 165패 (56.58%)
졸귀뽀시,CHALLENGER,993점,327승 284패 (53.52%)
Castle,CHALLENGER,992점,319승 282패 (53.08%)
괴물쥐,CHALLENGER,990점,269승 211패 (56.04%)
깨가너무싫다,CHALLENGER,984점,207승 168패 (55.20%)
칼과 창 방패,CHALLENGER,982점,382승 342패 (52.76%)
한알한알달,CHALLENGER,981점,355승 296패 (54.53%)
줘패놓기전에 눈 깔고다녀라,CHALLENGER,980점,206승 161패 (56.13%)
Gen G samD,CHALLENGER,980점,172승 131패 (56.77%)
YONG2,CHALLENGER,980점,209승 170패 (55.15%)
못배운티벗어,CHALLENGER,980점,249승 170패 (59.43%)
Pizano,CHALLENGER,978점,476승 426패 (52.77%)
마인크래트프,CHALLENGER,978점,147승 102패 (59.04%)
Rose bloomforyou,CHALLENGER,977점,272승 233패 (53.86%)
招q893092277,CHALLENGER,977점,340승 294패 (53.63%)
daoxinwengu1,CHALLENGER,976점,473승 430패 (52.38%)
용병456,CHALLENGER,975점,308승 265패 (53.75%)
Selam,CHALLENGER,973점,137승 94패 (59.31%)
르세라핌 정훈,CHALLENGER,971점,140승 85패 (62.22%)
백 호,CHALLENGER,971점,450승 400패 (52.94%)
걍내잘못임,CHALLENGER,970점,344승 297패 (53.67%)
크리스챤 Dior,CHALLENGER,969점,94승 47패 (66.67%)
호잇이,CHALLENGER,969점,181승 134패 (57.46%)
댕청잇,CHALLENGER,967점,142승 106패 (57.26%)
FIESTA,CHALLENGER,966점,258승 201패 (56.21%)
뇌 녹 사,CHALLENGER,965점,323승 283패 (53.30%)
dlrj,CHALLENGER,964점,224승 173패 (56.42%)
멍청이,CHALLENGER,964점,299승 260패 (53.49%)
zaqwxsecdrfv,CHALLENGER,963점,335승 270패 (55.37%)
tree supporter,CHALLENGER,963점,150승 98패 (60.48%)
동글동글빵빵,CHALLENGER,962점,198승 153패 (56.41%)
3255263752267328,CHALLENGER,959점,151승 112패 (57.41%)
Shmi7y,CHALLENGER,959점,308승 242패 (56.00%)
セリザワ タマオ,CHALLENGER,958점,237승 198패 (54.48%)
TolanD23,CHALLENGER,957점,645승 612패 (51.31%)
hold me7,CHALLENGER,956점,457승 421패 (52.05%)
goddic,CHALLENGER,955점,157승 114패 (57.93%)
자신감을잃지말자,CHALLENGER,954점,480승 448패 (51.72%)
kyunang,CHALLENGER,954점,167승 123패 (57.59%)
OneZang,CHALLENGER,954점,258승 218패 (54.20%)
Supreme,CHALLENGER,951점,149승 105패 (58.66%)
cadianN,CHALLENGER,951점,221승 182패 (54.84%)
huiliyi,CHALLENGER,949점,220승 179패 (55.14%)
델리델리델리빵,CHALLENGER,948점,345승 301패 (53.41%)
난화내,CHALLENGER,947점,243승 208패 (53.88%)
My Stupid ChoGod,CHALLENGER,947점,182승 145패 (55.66%)
Zac,CHALLENGER,945점,294승 253패 (53.75%)
그라가스할래요,CHALLENGER,945점,229승 199패 (53.50%)
NS REDFORCE,CHALLENGER,945점,311승 278패 (52.80%)
벌꿀허태범,CHALLENGER,944점,346승 303패 (53.31%)
Smash,CHALLENGER,942점,144승 125패 (53.53%)
hei si yyds,CHALLENGER,942점,302승 266패 (53.17%)
광동귀환,CHALLENGER,942점,266승 232패 (53.41%)
bababaabam,CHALLENGER,941점,119승 80패 (59.80%)
Kujo Miki,CHALLENGER,941점,139승 99패 (58.40%)
돈 비 어프레이드,CHALLENGER,941점,436승 394패 (52.53%)
Just NT,CHALLENGER,940점,239승 197패 (54.82%)
12452354,CHALLENGER,939점,161승 108패 (59.85%)
ShrimpVicious,CHALLENGER,939점,349승 306패 (53.28%)
aidorusama,CHALLENGER,937점,630승 584패 (51.89%)
갑 각 류,CHALLENGER,937점,142승 98패 (59.17%)
거리에서,CHALLENGER,936점,199승 144패 (58.02%)
딜서폿 꿀잼,CHALLENGER,936점,237승 196패 (54.73%)
쿠키당신은틀렸어,CHALLENGER,936점,103승 56패 (64.78%)
먹고살게해주세요,CHALLENGER,935점,306승 269패 (53.22%)
fengzhenguuu,CHALLENGER,934점,250승 187패 (57.21%)
General irel,CHALLENGER,934점,305승 268패 (53.23%)
wasdqewasd,CHALLENGER,933점,260승 212패 (55.08%)
qingshu y,CHALLENGER,932점,296승 252패 (54.01%)
real gankster,CHALLENGER,932점,398승 357패 (52.72%)
Attack Fight,CHALLENGER,930점,368승 329패 (52.80%)
fisherr,CHALLENGER,930점,481승 439패 (52.28%)
갈과 배 음료,CHALLENGER,930점,382승 338패 (53.06%)
노 루,CHALLENGER,929점,172승 133패 (56.39%)
MiloBramble,CHALLENGER,929점,413승 358패 (53.57%)
붐칙칵칙,CHALLENGER,928점,477승 440패 (52.02%)
haiyaonuli,CHALLENGER,926점,429승 388패 (52.51%)
baozaopiqi,CHALLENGER,926점,468승 432패 (52.00%)
기묘진,CHALLENGER,926점,282승 230패 (55.08%)
강하다 별,CHALLENGER,925점,424승 383패 (52.54%)
FA 2005,CHALLENGER,925점,692승 657패 (51.30%)
다없수질,CHALLENGER,925점,108승 56패 (65.85%)
유발협스트레스,CHALLENGER,924점,401승 332패 (54.71%)
Citrus,CHALLENGER,923점,712승 664패 (51.74%)
묵묵한철거왕,CHALLENGER,922점,490승 405패 (54.75%)
아발론친추주세요,CHALLENGER,916점,150승 106패 (58.59%)
learn1,CHALLENGER,915점,377승 315패 (54.48%)
HAUZ 23,CHALLENGER,904점,179승 135패 (57.01%)
qiowirz,CHALLENGER,903점,486승 450패 (51.92%)
Focalors333,CHALLENGER,898점,429승 391패 (52.32%)
FA Kingdom,CHALLENGER,883점,373승 329패 (53.13%)
huyaqingchen,CHALLENGER,881점,225승 175패 (56.25%)
cant die plz ,CHALLENGER,880점,248승 216패 (53.45%)
젱 글,CHALLENGER,853점,403승 362패 (52.68%)
Gen G Slayer,GRANDMASTER,954점,382승 347패 (52.40%)
JJHXHUN,GRANDMASTER,950점,691승 649패 (51.57%)
K T,GRANDMASTER,939점,211승 169패 (55.53%)
Calix,GRANDMASTER,938점,332승 300패 (52.53%)
ben dan she shou,GRANDMASTER,936점,359승 286패 (55.66%)
AYELGODLIKEMODE,GRANDMASTER,936점,231승 152패 (60.31%)
DDoiV,GRANDMASTER,929점,868승 825패 (51.27%)
넥스트 챌린지,GRANDMASTER,924점,112승 63패 (64.00%)
땅굴팀 미드,GRANDMASTER,924점,183승 139패 (56.83%)
cikcik,GRANDMASTER,924점,282승 243패 (53.71%)
발재훈이의모함,GRANDMASTER,921점,161승 97패 (62.40%)
McDonalds,GRANDMASTER,920점,333승 286패 (53.80%)
apex1v1solo,GRANDMASTER,918점,246승 208패 (54.19%)
그 맛은궁진하다,GRANDMASTER,917점,236승 193패 (55.01%)
gaubeo202,GRANDMASTER,917점,413승 333패 (55.36%)
경북전문대작치과,GRANDMASTER,917점,167승 114패 (59.43%)
Chu성훈,GRANDMASTER,917점,470승 438패 (51.76%)
nsk4498,GRANDMASTER,916점,162승 116패 (58.27%)
qweasdcxz,GRANDMASTER,915점,153승 120패 (56.04%)
lanpangzi,GRANDMASTER,913점,237승 200패 (54.23%)
쿠크다스맛커피,GRANDMASTER,912점,266승 223패 (54.40%)
rtmopgd,GRANDMASTER,911점,189승 132패 (58.88%)
Envy3,GRANDMASTER,910점,298승 241패 (55.29%)
르세라핌 정훈,GRANDMASTER,909점,176승 106패 (62.41%)
nAts2,GRANDMASTER,909점,336승 281패 (54.46%)
이광수,GRANDMASTER,908점,612승 578패 (51.43%)
asdsa,GRANDMASTER,902점,251승 212패 (54.21%)
패스트볼만,GRANDMASTER,898점,328승 289패 (53.16%)
dydwns7667,GRANDMASTER,897점,288승 251패 (53.43%)
y1qunsb,GRANDMASTER,896점,581승 542패 (51.74%)
Honpi,GRANDMASTER,893점,363승 326패 (52.69%)
Upgrade 할거야,GRANDMASTER,892점,425승 387패 (52.34%)
No longer love,GRANDMASTER,891점,556승 505패 (52.40%)
Guti,GRANDMASTER,890점,355승 321패 (52.51%)
Bvoy,GRANDMASTER,889점,320승 271패 (54.15%)
갑 각 류,GRANDMASTER,889점,215승 174패 (55.27%)
언니우기,GRANDMASTER,888점,233승 197패 (54.19%)
YURI,GRANDMASTER,888점,419승 384패 (52.18%)
qiuqiu,GRANDMASTER,887점,343승 299패 (53.43%)
yuq1song,GRANDMASTER,884점,395승 368패 (51.77%)
Jerma985,GRANDMASTER,884점,208승 159패 (56.68%)
보스고영희,GRANDMASTER,881점,245승 195패 (55.68%)
죽기 쉬운 사람,GRANDMASTER,876점,209승 170패 (55.15%)
난모든것에서Bear,GRANDMASTER,876점,203승 169패 (54.57%)
lql9t,GRANDMASTER,873점,130승 69패 (65.33%)
8년생 감자,GRANDMASTER,872점,245승 206패 (54.32%)
죽림초,GRANDMASTER,872점,190승 150패 (55.88%)
Lotsoo,GRANDMASTER,871점,701승 660패 (51.51%)
DK Thanatos,GRANDMASTER,871점,216승 172패 (55.67%)
파 바,GRANDMASTER,870점,89승 37패 (70.63%)
매일 졸아요,GRANDMASTER,869점,146승 90패 (61.86%)
하준상,GRANDMASTER,869점,193승 160패 (54.67%)
Witt,GRANDMASTER,868점,125승 85패 (59.52%)
좋아하다아이유,GRANDMASTER,868점,274승 221패 (55.35%)
Chancedong,GRANDMASTER,868점,183승 148패 (55.29%)
LSB Diable,GRANDMASTER,867점,197승 159패 (55.34%)
3255263810381792,GRANDMASTER,864점,113승 61패 (64.94%)
괴물쥐쥐새끼,GRANDMASTER,864점,226승 181패 (55.53%)
롤도이제끝물이다,GRANDMASTER,864점,136승 85패 (61.54%)
stay,GRANDMASTER,862점,289승 250패 (53.62%)
Demonstrator,GRANDMASTER,862점,72승 42패 (63.16%)
Reoki,GRANDMASTER,862점,411승 367패 (52.83%)
ucal,GRANDMASTER,862점,204승 169패 (54.69%)
Xiang Jian Ni,GRANDMASTER,861점,395승 367패 (51.84%)
йejbazz,GRANDMASTER,860점,286승 241패 (54.27%)
nordlys,GRANDMASTER,860점,306승 253패 (54.74%)
드맨드맨핸드맨,GRANDMASTER,860점,268승 229패 (53.92%)
다훈갓,GRANDMASTER,860점,204승 169패 (54.69%)
따봉 람머스,GRANDMASTER,859점,429승 380패 (53.03%)
Juliera,GRANDMASTER,858점,192승 142패 (57.49%)
생품이,GRANDMASTER,858점,378승 334패 (53.09%)
라쿤99,GRANDMASTER,858점,407승 359패 (53.13%)
아무것도몰라,GRANDMASTER,856점,194승 160패 (54.80%)
이야공,GRANDMASTER,855점,205승 169패 (54.81%)
jkjkjkjkk,GRANDMASTER,854점,510승 449패 (53.18%)
일상이 이상해요,GRANDMASTER,853점,189승 158패 (54.47%)
점수 약탈꾼,GRANDMASTER,853점,182승 143패 (56.00%)
FA leemas ,GRANDMASTER,852점,287승 241패 (54.36%)
Gen G Ruler,GRANDMASTER,851점,244승 207패 (54.10%)
마음 만약 양지,GRANDMASTER,850점,235승 175패 (57.32%)
4ckzz,GRANDMASTER,849점,126승 82패 (60.58%)
1 cent top,GRANDMASTER,849점,232승 188패 (55.24%)
사람위에사람없고,GRANDMASTER,848점,436승 391패 (52.72%)
vchasdqwvg,GRANDMASTER,847점,158승 120패 (56.83%)
우승을 차지하다,GRANDMASTER,845점,451승 424패 (51.54%)
나를누가막니,GRANDMASTER,845점,226승 161패 (58.40%)
모모Agurin,GRANDMASTER,845점,419승 355패 (54.13%)
벌꿀유준엽,GRANDMASTER,843점,182승 146패 (55.49%)
Ego Battle,GRANDMASTER,843점,515승 482패 (51.65%)
여자말걸지마세요,GRANDMASTER,842점,186승 145패 (56.19%)
르세라핌 정훈,GRANDMASTER,841점,156승 108패 (59.09%)
buyaofangaiwo,GRANDMASTER,840점,162승 120패 (57.45%)
 shirenshuoshuo,GRANDMASTER,840점,242승 171패 (58.60%)
NS Sounda,GRANDMASTER,838점,318승 281패 (53.09%)
xccxcxcs,GRANDMASTER,838점,351승 305패 (53.51%)
잠을 뒤척이다,GRANDMASTER,838점,267승 226패 (54.16%)
텔레비전,GRANDMASTER,836점,367승 330패 (52.65%)
aetcal,GRANDMASTER,836점,210승 169패 (55.41%)
qwersdxzsa,GRANDMASTER,836점,352승 283패 (55.43%)
xinxin,GRANDMASTER,835점,424승 388패 (52.22%)
빡 표,GRANDMASTER,835점,1002승 965패 (50.94%)
LunaLina,GRANDMASTER,835점,492승 452패 (52.12%)
MlDMlD,GRANDMASTER,834점,201승 147패 (57.76%)
xxxxxm,GRANDMASTER,833점,446승 403패 (52.53%)
YQYQ,GRANDMASTER,833점,125승 90패 (58.14%)
Minit,GRANDMASTER,833점,236승 205패 (53.51%)
아름다워지고싶요,GRANDMASTER,832점,221승 186패 (54.30%)
딸기따르트으,GRANDMASTER,832점,664승 630패 (51.31%)
누가 최고야,GRANDMASTER,831점,304승 265패 (53.43%)
하얗고예쁨,GRANDMASTER,831점,270승 231패 (53.89%)
DDahyuk,GRANDMASTER,830점,286승 241패 (54.27%)
zhendehaoleia,GRANDMASTER,830점,258승 222패 (53.75%)
ZED99,GRANDMASTER,830점,208승 166패 (55.61%)
스낵면맛있다,GRANDMASTER,830점,108승 69패 (61.02%)
oPhELiaA,GRANDMASTER,830점,244승 208패 (53.98%)
asdkjfhgfasd,GRANDMASTER,829점,506승 470패 (51.84%)
xiaoqiupup,GRANDMASTER,829점,409승 379패 (51.90%)
September 1st,GRANDMASTER,828점,307승 273패 (52.93%)
오 뀨,GRANDMASTER,827점,557승 517패 (51.86%)
핏빛 계약,GRANDMASTER,826점,257승 224패 (53.43%)
럽 냥 fan,GRANDMASTER,826점,97승 60패 (61.78%)
고마워요감사해요,GRANDMASTER,821점,238승 196패 (54.84%)
왕자님 나가신다,GRANDMASTER,821점,79승 45패 (63.71%)
2E5T,GRANDMASTER,820점,400승 374패 (51.68%)
SOODANGKIM,GRANDMASTER,818점,146승 94패 (60.83%)
mashushu,GRANDMASTER,817점,147승 111패 (56.98%)
NS Jiwoo,GRANDMASTER,816점,295승 266패 (52.58%)
Pobelter7,GRANDMASTER,815점,443승 379패 (53.89%)
nalamango,GRANDMASTER,815점,343승 309패 (52.61%)
BRO A JUG,GRANDMASTER,814점,308승 273패 (53.01%)
NS HH,GRANDMASTER,814점,358승 328패 (52.19%)
Let me sup,GRANDMASTER,814점,856승 815패 (51.23%)
손주녁,GRANDMASTER,813점,181승 147패 (55.18%)
전상득,GRANDMASTER,813점,378승 337패 (52.87%)
바위주머니,GRANDMASTER,812점,186승 141패 (56.88%)
Saebyuck,GRANDMASTER,811점,462승 427패 (51.97%)
Sung Eun,GRANDMASTER,811점,247승 207패 (54.41%)
greatest effort,GRANDMASTER,810점,665승 599패 (52.61%)
marshmallowo,GRANDMASTER,810점,566승 536패 (51.36%)
바이탈,GRANDMASTER,809점,324승 296패 (52.26%)
