name,tear,rate,score
Blue Oasis,CHALLENGER,170승 141패 (54.66%),1121점
snunup,CHALLENGER,393승 341패 (53.54%),1120점
누누와 윌럼프,CHALLENGER,133승 75패 (63.94%),1118점
반년롤접다옴,CHALLENGER,164승 115패 (58.78%),1118점
Bad End,CHALLENGER,409승 359패 (53.26%),1116점
Indexy,CHALLENGER,354승 312패 (53.15%),1116점
locn,CHALLENGER,242승 229패 (51.38%),1115점
HLE Tempester,CHALLENGER,379승 332패 (53.31%),1113점
quanliyifu,CHALLENGER,413승 365패 (53.08%),1113점
시간의 숲,CHALLENGER,258승 213패 (54.78%),1111점
Citrus,CHALLENGER,706승 650패 (52.06%),1108점
kctz,CHALLENGER,221승 158패 (58.31%),1108점
HLE Life Esports,CHALLENGER,237승 198패 (54.48%),1106점
조사병단병사1,CHALLENGER,306승 257패 (54.35%),1105점
Forest,CHALLENGER,543승 504패 (51.86%),1104점
Cloud,CHALLENGER,717승 670패 (51.69%),1102점
DK Rahel,CHALLENGER,304승 253패 (54.58%),1102점
BRO Enosh,CHALLENGER,635승 591패 (51.79%),1101점
Loopy,CHALLENGER,319승 275패 (53.70%),1099점
720Cloud,CHALLENGER,279승 215패 (56.48%),1097점
IlllIlma,CHALLENGER,568승 520패 (52.21%),1097점
aowamzosq,CHALLENGER,302승 254패 (54.32%),1094점
Brance,CHALLENGER,236승 189패 (55.53%),1093점
용병457,CHALLENGER,366승 325패 (52.97%),1093점
Croquette,CHALLENGER,362승 326패 (52.62%),1092점
기 회,CHALLENGER,189승 143패 (56.93%),1091점
chainasawman,CHALLENGER,421승 364패 (53.63%),1087점
UmTi,CHALLENGER,172승 130패 (56.95%),1086점
yskmismyson,CHALLENGER,216승 174패 (55.38%),1085점
나도 신경 쓰지 않는다,CHALLENGER,190승 144패 (56.89%),1083점
Castlng,CHALLENGER,270승 223패 (54.77%),1083점
kakaxi7,CHALLENGER,437승 352패 (55.39%),1079점
DRX,CHALLENGER,357승 317패 (52.97%),1077점
Qing,CHALLENGER,398승 344패 (53.64%),1073점
재석종우상길찬호두홍진석강현만수,CHALLENGER,321승 296패 (52.03%),1072점
langmanbusi,CHALLENGER,391승 342패 (53.34%),1068점
Samver,CHALLENGER,315승 269패 (53.94%),1068점
카와이 뽀시,CHALLENGER,384승 340패 (53.04%),1068점
소년가장 원딜,CHALLENGER,299승 258패 (53.68%),1056점
줘패놓기전에 눈 깔고다녀라,CHALLENGER,206승 161패 (56.13%),1055점
따붕 람미스,CHALLENGER,248승 197패 (55.73%),1055점
의 주,CHALLENGER,118승 69패 (63.10%),1055점
Daystar,CHALLENGER,154승 100패 (60.63%),1054점
LSB,CHALLENGER,200승 155패 (56.34%),1054점
피자사줬더니올리브만빼먹는이도윤,CHALLENGER,207승 157패 (56.87%),1053점
나카노 니노,CHALLENGER,125승 71패 (63.78%),1051점
subintnqls06,CHALLENGER,178승 129패 (57.98%),1050점
pout2023,CHALLENGER,334승 283패 (54.13%),1049점
LFT DICE,CHALLENGER,232승 182패 (56.04%),1049점
적수가없는사람,CHALLENGER,144승 96패 (60.00%),1047점
Burdol2,CHALLENGER,183승 136패 (57.37%),1044점
M G,CHALLENGER,448승 397패 (53.02%),1043점
DRX,CHALLENGER,286승 238패 (54.58%),1043점
BRO Pollu,CHALLENGER,510승 468패 (52.15%),1042점
바지를 벗어,CHALLENGER,191승 144패 (57.01%),1039점
Doesnt matterr,CHALLENGER,145승 92패 (61.18%),1038점
댕청잇,CHALLENGER,142승 104패 (57.72%),1038점
농심라면다내꺼야,CHALLENGER,259승 222패 (53.85%),1036점
Pooh,CHALLENGER,431승 390패 (52.50%),1036점
땅굴팀 미드,CHALLENGER,188승 153패 (55.13%),1032점
xXiaoxiangG,CHALLENGER,322승 271패 (54.30%),1031점
T1 Gumayusi,CHALLENGER,286승 244패 (53.96%),1031점
Happynewyear1,CHALLENGER,281승 226패 (55.42%),1029점
rkswjfgkqslek,CHALLENGER,440승 395패 (52.69%),1028점
piop5,CHALLENGER,289승 244패 (54.22%),1027점
은가뉴,CHALLENGER,242승 194패 (55.50%),1027점
Pizano,CHALLENGER,476승 423패 (52.95%),1026점
Clozer,CHALLENGER,169승 113패 (59.93%),1025점
xxxxxm,CHALLENGER,438승 386패 (53.16%),1025점
90 마린,CHALLENGER,354승 299패 (54.21%),1025점
Mireu,CHALLENGER,180승 123패 (59.41%),1024점
business boy,CHALLENGER,149승 107패 (58.20%),1023점
fisherr,CHALLENGER,481승 437패 (52.40%),1023점
광팔햄,CHALLENGER,318승 276패 (53.54%),1023점
Som is cute,CHALLENGER,224승 180패 (55.45%),1022점
라쿤99,CHALLENGER,192승 149패 (56.30%),1021점
나를탓하지마라,CHALLENGER,282승 233패 (54.76%),1020점
dyjkbysb,CHALLENGER,157승 108패 (59.25%),1019점
취미죽기특기죽기,CHALLENGER,174승 115패 (60.21%),1019점
송도 톰 하디,CHALLENGER,157승 100패 (61.09%),1018점
잭장군 이현,CHALLENGER,298승 253패 (54.08%),1016점
NS Carim,CHALLENGER,161승 121패 (57.09%),1015점
생각이 통달하다,CHALLENGER,568승 518패 (52.30%),1012점
헤 돈,CHALLENGER,171승 122패 (58.36%),1011점
KDF Quantum,CHALLENGER,547승 507패 (51.90%),1011점
xing zhui yue,CHALLENGER,340승 296패 (53.46%),1010점
악 신,CHALLENGER,138승 92패 (60.00%),1009점
IHOPancakes,CHALLENGER,301승 264패 (53.27%),1009점
막강주니,CHALLENGER,389승 345패 (53.00%),1007점
김정민,CHALLENGER,244승 202패 (54.71%),1004점
행운이 따르기를,CHALLENGER,251승 207패 (54.80%),1003점
YHS1,CHALLENGER,453승 408패 (52.61%),1003점
FA ady,CHALLENGER,522승 486패 (51.79%),1002점
luck dog,CHALLENGER,206승 168패 (55.08%),999점
Sad mood,CHALLENGER,187승 149패 (55.65%),998점
tiantianfankun,CHALLENGER,401승 359패 (52.76%),995점
한알한알달,CHALLENGER,352승 295패 (54.40%),994점
코쿠시보 데이찌,CHALLENGER,215승 165패 (56.58%),993점
Exusia,CHALLENGER,636승 593패 (51.75%),992점
Castle,CHALLENGER,318승 282패 (53.00%),992점
아발론친추주세요,CHALLENGER,147승 100패 (59.51%),990점
Zac,CHALLENGER,288승 245패 (54.03%),989점
real gankster,CHALLENGER,398승 357패 (52.72%),981점
Gen G samD,CHALLENGER,172승 131패 (56.77%),980점
YONG2,CHALLENGER,209승 170패 (55.15%),980점
마인크래트프,CHALLENGER,147승 102패 (59.04%),978점
Rose bloomforyou,CHALLENGER,272승 233패 (53.86%),977점
FA 카니아,CHALLENGER,175승 130패 (57.38%),977점
招q893092277,CHALLENGER,340승 294패 (53.63%),977점
daoxinwengu1,CHALLENGER,473승 429패 (52.44%),976점
용병456,CHALLENGER,308승 265패 (53.75%),975점
젱 글,CHALLENGER,403승 357패 (53.03%),975점
130815,CHALLENGER,170승 122패 (58.22%),974점
VIICHAN,CHALLENGER,302승 228패 (56.98%),972점
르세라핌 정훈,CHALLENGER,140승 85패 (62.22%),971점
HAUZ 23,CHALLENGER,170승 126패 (57.43%),971점
크리스챤 Dior,CHALLENGER,94승 47패 (66.67%),969점
호잇이,CHALLENGER,180승 133패 (57.51%),969점
FIESTA,CHALLENGER,258승 201패 (56.21%),966점
dlrj,CHALLENGER,224승 173패 (56.42%),964점
zaqwxsecdrfv,CHALLENGER,331승 269패 (55.17%),963점
tree supporter,CHALLENGER,150승 98패 (60.48%),963점
도천지,CHALLENGER,390승 351패 (52.63%),963점
autofill queue,CHALLENGER,366승 308패 (54.30%),963점
qingshu y,CHALLENGER,296승 250패 (54.21%),962점
동글동글빵빵,CHALLENGER,198승 153패 (56.41%),962점
3255263752267328,CHALLENGER,151승 112패 (57.41%),959점
후회 첫날,CHALLENGER,290승 228패 (55.98%),959점
Shmi7y,CHALLENGER,307승 239패 (56.23%),959점
TolanD23,CHALLENGER,645승 612패 (51.31%),957점
강하다 별,CHALLENGER,424승 383패 (52.54%),956점
hold me7,CHALLENGER,457승 421패 (52.05%),956점
자신감을잃지말자,CHALLENGER,480승 448패 (51.72%),954점
kyunang,CHALLENGER,167승 123패 (57.59%),954점
OneZang,CHALLENGER,258승 218패 (54.20%),954점
haiyaonuli,CHALLENGER,428승 385패 (52.64%),953점
걍내잘못임,CHALLENGER,342승 295패 (53.69%),953점
Supreme,CHALLENGER,149승 105패 (58.66%),951점
cadianN,CHALLENGER,221승 182패 (54.84%),951점
baozaopiqi,CHALLENGER,468승 431패 (52.06%),950점
huiliyi,CHALLENGER,220승 179패 (55.14%),949점
괴물쥐,CHALLENGER,261승 206패 (55.89%),948점
델리델리델리빵,CHALLENGER,342승 299패 (53.35%),948점
깨가너무싫다,CHALLENGER,203승 164패 (55.31%),948점
난화내,CHALLENGER,243승 208패 (53.88%),947점
죽림초,CHALLENGER,190승 150패 (55.88%),947점
그라가스할래요,CHALLENGER,229승 199패 (53.50%),945점
좋아하다아이유,CHALLENGER,271승 216패 (55.65%),944점
Calix,CHALLENGER,330승 298패 (52.55%),944점
qiowirz,CHALLENGER,475승 438패 (52.03%),943점
뇌 녹 사,CHALLENGER,322승 283패 (53.22%),943점
Smash,CHALLENGER,144승 125패 (53.53%),942점
hei si yyds,CHALLENGER,302승 266패 (53.17%),942점
Kujo Miki,CHALLENGER,139승 99패 (58.40%),941점
poome,CHALLENGER,215승 171패 (55.70%),939점
12452354,CHALLENGER,161승 108패 (59.85%),939점
ShrimpVicious,CHALLENGER,349승 306패 (53.28%),939점
롤도이제끝물이다,CHALLENGER,136승 85패 (61.54%),939점
kdg000414,CHALLENGER,236승 198패 (54.38%),937점
갑 각 류,CHALLENGER,142승 98패 (59.17%),937점
거리에서,CHALLENGER,199승 144패 (58.02%),936점
goddic,CHALLENGER,157승 114패 (57.93%),936점
 shirenshuoshuo,CHALLENGER,240승 167패 (58.97%),936점
딜서폿 꿀잼,CHALLENGER,237승 196패 (54.73%),936점
쿠키당신은틀렸어,CHALLENGER,103승 56패 (64.78%),936점
먹고살게해주세요,CHALLENGER,306승 269패 (53.22%),935점
fengzhenguuu,CHALLENGER,250승 187패 (57.21%),934점
General irel,CHALLENGER,305승 268패 (53.23%),934점
FA Kingdom,CHALLENGER,369승 324패 (53.25%),933점
Yusoo,CHALLENGER,323승 281패 (53.48%),932점
Attack Fight,CHALLENGER,368승 329패 (52.80%),930점
갈과 배 음료,CHALLENGER,382승 338패 (53.06%),930점
노 루,CHALLENGER,172승 133패 (56.39%),929점
MiloBramble,CHALLENGER,413승 358패 (53.57%),929점
백 호,CHALLENGER,443승 395패 (52.86%),929점
cikcik,CHALLENGER,280승 242패 (53.64%),929점
Xiang Jian Ni,CHALLENGER,389승 357패 (52.14%),928점
Focalors333,CHALLENGER,425승 387패 (52.34%),928점
huyaqingchen,CHALLENGER,225승 175패 (56.25%),928점
돈 비 어프레이드,CHALLENGER,434승 392패 (52.54%),928점
붐칙칵칙,CHALLENGER,477승 440패 (52.02%),928점
My Stupid ChoGod,CHALLENGER,181승 145패 (55.52%),927점
기묘진,CHALLENGER,282승 230패 (55.08%),926점
FA 2005,CHALLENGER,692승 657패 (51.30%),925점
다없수질,CHALLENGER,108승 56패 (65.85%),925점
난모든것에서Bear,CHALLENGER,201승 165패 (54.92%),925점
묵묵한철거왕,CHALLENGER,487승 403패 (54.72%),924점
땅굴팀 미드,CHALLENGER,183승 139패 (56.83%),924점
jgbaby,CHALLENGER,720승 676패 (51.58%),902점
칼과 창 방패,CHALLENGER,378승 342패 (52.50%),894점
Minit,CHALLENGER,230승 198패 (53.74%),887점
Pungyeon,CHALLENGER,455승 416패 (52.24%),883점
xccxcxcs,CHALLENGER,343승 295패 (53.76%),868점
미소 엄마3,CHALLENGER,309승 268패 (53.55%),820점
길가다가까까사달라고조르는이도윤,GRANDMASTER,169승 131패 (56.33%),1034점
못배운티벗어,GRANDMASTER,242승 164패 (59.61%),962점
졸귀뽀시,GRANDMASTER,321승 282패 (53.23%),953점
질병게임1,GRANDMASTER,559승 508패 (52.39%),942점
cant die plz ,GRANDMASTER,233승 202패 (53.56%),936점
woyaoshangzuanyi,GRANDMASTER,353승 301패 (53.98%),924점
넥스트 챌린지,GRANDMASTER,112승 63패 (64.00%),924점
NS REDFORCE,GRANDMASTER,310승 278패 (52.72%),922점
McDonalds,GRANDMASTER,333승 286패 (53.80%),920점
광동귀환,GRANDMASTER,265승 232패 (53.32%),920점
마음 만약 양지,GRANDMASTER,230승 170패 (57.50%),920점
apex1v1solo,GRANDMASTER,246승 208패 (54.19%),918점
Just NT,GRANDMASTER,237승 196패 (54.73%),918점
그 맛은궁진하다,GRANDMASTER,235승 192패 (55.04%),917점
Bvoy,GRANDMASTER,320승 270패 (54.24%),917점
경북전문대작치과,GRANDMASTER,167승 114패 (59.43%),917점
K T,GRANDMASTER,210승 169패 (55.41%),917점
Witt,GRANDMASTER,125승 83패 (60.10%),916점
nsk4498,GRANDMASTER,162승 116패 (58.27%),916점
qweasdcxz,GRANDMASTER,153승 120패 (56.04%),915점
Selam,GRANDMASTER,131승 91패 (59.01%),913점
lanpangzi,GRANDMASTER,237승 200패 (54.23%),913점
Envy3,GRANDMASTER,297승 241패 (55.20%),913점
쿠크다스맛커피,GRANDMASTER,266승 223패 (54.40%),912점
오브크,GRANDMASTER,401승 352패 (53.25%),912점
르세라핌 정훈,GRANDMASTER,176승 106패 (62.41%),909점
따봉 람머스,GRANDMASTER,429승 379패 (53.09%),907점
JJHXHUN,GRANDMASTER,686승 646패 (51.50%),903점
패스트볼만,GRANDMASTER,327승 289패 (53.08%),902점
bababaabam,GRANDMASTER,119승 80패 (59.80%),897점
Let me sup,GRANDMASTER,854승 811패 (51.29%),897점
언니우기,GRANDMASTER,227승 193패 (54.05%),897점
멍청이,GRANDMASTER,293승 257패 (53.27%),897점
Chu성훈,GRANDMASTER,469승 438패 (51.71%),896점
DK Thanatos,GRANDMASTER,215승 171패 (55.70%),894점
Guti,GRANDMASTER,353승 320패 (52.45%),893점
Honpi,GRANDMASTER,363승 326패 (52.69%),893점
zhendehaoleia,GRANDMASTER,255승 216패 (54.14%),891점
LSB Diable,GRANDMASTER,197승 159패 (55.34%),890점
다훈갓,GRANDMASTER,203승 168패 (54.72%),888점
이야공,GRANDMASTER,203승 166패 (55.01%),887점
Jerma985,GRANDMASTER,208승 159패 (56.68%),884점
핏빛 계약,GRANDMASTER,256승 221패 (53.67%),884점
보스고영희,GRANDMASTER,245승 195패 (55.68%),881점
Juliera,GRANDMASTER,185승 139패 (57.10%),878점
learn1,GRANDMASTER,371승 311패 (54.40%),878점
aidorusama,GRANDMASTER,625승 582패 (51.78%),878점
DDahyuk,GRANDMASTER,285승 237패 (54.60%),876점
죽기 쉬운 사람,GRANDMASTER,208승 167패 (55.47%),876점
stay,GRANDMASTER,282승 243패 (53.71%),873점
발재훈이의모함,GRANDMASTER,157승 95패 (62.30%),873점
qiuqiu,GRANDMASTER,335승 296패 (53.09%),871점
vinaka,GRANDMASTER,215승 171패 (55.70%),871점
매일 졸아요,GRANDMASTER,146승 90패 (61.86%),869점
하준상,GRANDMASTER,193승 160패 (54.67%),869점
나를누가막니,GRANDMASTER,223승 157패 (58.68%),868점
Chancedong,GRANDMASTER,183승 148패 (55.29%),868점
Lotsoo,GRANDMASTER,701승 660패 (51.51%),866점
gaubeo202,GRANDMASTER,402승 326패 (55.22%),866점
rtmopgd,GRANDMASTER,184승 130패 (58.60%),866점
3255263810381792,GRANDMASTER,113승 61패 (64.94%),864점
MlDMlD,GRANDMASTER,201승 147패 (57.76%),864점
Demonstrator,GRANDMASTER,72승 42패 (63.16%),862점
Reoki,GRANDMASTER,411승 367패 (52.83%),862점
ucal,GRANDMASTER,204승 169패 (54.69%),862점
벌꿀허태범,GRANDMASTER,338승 298패 (53.14%),862점
텔레비전,GRANDMASTER,367승 329패 (52.73%),860점
йejbazz,GRANDMASTER,286승 241패 (54.27%),860점
드맨드맨핸드맨,GRANDMASTER,268승 229패 (53.92%),860점
일상이 이상해요,GRANDMASTER,184승 151패 (54.93%),858점
YQYQ,GRANDMASTER,125승 89패 (58.41%),857점
나태 현진,GRANDMASTER,210승 163패 (56.30%),856점
아무것도몰라,GRANDMASTER,194승 160패 (54.80%),856점
yucca입니다,GRANDMASTER,349승 310패 (52.96%),855점
Gen G Slayer,GRANDMASTER,377승 346패 (52.14%),855점
DDoiV,GRANDMASTER,859승 819패 (51.19%),854점
이광수,GRANDMASTER,605승 573패 (51.36%),854점
jkjkjkjkk,GRANDMASTER,510승 449패 (53.18%),854점
점수 약탈꾼,GRANDMASTER,182승 143패 (56.00%),853점
FA leemas ,GRANDMASTER,287승 241패 (54.36%),852점
CARFE,GRANDMASTER,294승 253패 (53.75%),851점
스낵면맛있다,GRANDMASTER,108승 68패 (61.36%),851점
Gen G Ruler,GRANDMASTER,244승 207패 (54.10%),851점
1 cent top,GRANDMASTER,232승 188패 (55.24%),849점
벌꿀유준엽,GRANDMASTER,180승 144패 (55.56%),849점
좋은개미,GRANDMASTER,628승 594패 (51.39%),848점
사람위에사람없고,GRANDMASTER,436승 391패 (52.72%),848점
전상득,GRANDMASTER,376승 334패 (52.96%),846점
wasdqewasd,GRANDMASTER,254승 209패 (54.86%),846점
우승을 차지하다,GRANDMASTER,451승 424패 (51.54%),845점
모모Agurin,GRANDMASTER,419승 355패 (54.13%),845점
dydwns7667,GRANDMASTER,285승 250패 (53.27%),844점
딸기따르트으,GRANDMASTER,662승 628패 (51.32%),844점
Takey,GRANDMASTER,180승 145패 (55.38%),842점
여자말걸지마세요,GRANDMASTER,186승 145패 (56.19%),842점
NS Jiwoo,GRANDMASTER,294승 263패 (52.78%),841점
르세라핌 정훈,GRANDMASTER,156승 108패 (59.09%),841점
NS Sounda,GRANDMASTER,318승 281패 (53.09%),838점
nordlys,GRANDMASTER,302승 250패 (54.71%),838점
잠을 뒤척이다,GRANDMASTER,267승 224패 (54.38%),838점
Sung Eun,GRANDMASTER,247승 205패 (54.65%),838점
Racooй,GRANDMASTER,403승 355패 (53.17%),837점
Heng,GRANDMASTER,561승 502패 (52.78%),836점
빡 표,GRANDMASTER,1002승 965패 (50.94%),835점
LunaLina,GRANDMASTER,492승 452패 (52.12%),835점
YURI,GRANDMASTER,411승 379패 (52.03%),835점
4ckzz,GRANDMASTER,126승 80패 (61.17%),834점
noobldrzzzzz,GRANDMASTER,294승 260패 (53.07%),834점
nAts2,GRANDMASTER,321승 270패 (54.31%),833점
아름다워지고싶요,GRANDMASTER,221승 186패 (54.30%),832점
tingtingtin,GRANDMASTER,220승 177패 (55.42%),831점
하얗고예쁨,GRANDMASTER,270승 231패 (53.89%),831점
oPhELiaA,GRANDMASTER,244승 208패 (53.98%),830점
생품이,GRANDMASTER,372승 328패 (53.14%),828점
Upgrade 할거야,GRANDMASTER,416승 382패 (52.13%),828점
buyaofangaiwo,GRANDMASTER,160승 118패 (57.55%),826점
럽 냥 fan,GRANDMASTER,97승 60패 (61.78%),826점
메가 영재,GRANDMASTER,507승 476패 (51.58%),826점
꽃게랑,GRANDMASTER,267승 228패 (53.94%),823점
yuq1song,GRANDMASTER,385승 366패 (51.26%),822점
Ego Battle,GRANDMASTER,514승 481패 (51.66%),822점
고마워요감사해요,GRANDMASTER,238승 196패 (54.84%),821점
왕자님 나가신다,GRANDMASTER,79승 45패 (63.71%),821점
2E5T,GRANDMASTER,400승 374패 (51.68%),820점
갑 각 류,GRANDMASTER,207승 170패 (54.91%),820점
y1qunsb,GRANDMASTER,575승 538패 (51.66%),819점
No longer love,GRANDMASTER,547승 497패 (52.39%),819점
Saebyuck,GRANDMASTER,460승 425패 (51.98%),818점
mashushu,GRANDMASTER,147승 111패 (56.98%),817점
Pobelter7,GRANDMASTER,443승 379패 (53.89%),815점
nalamango,GRANDMASTER,343승 309패 (52.61%),815점
BRO A JUG,GRANDMASTER,308승 273패 (53.01%),814점
Wontae1,GRANDMASTER,273승 237패 (53.53%),814점
qwersdxzsa,GRANDMASTER,351승 282패 (55.45%),814점
손주녁,GRANDMASTER,180승 147패 (55.05%),813점
asdkjfhgfasd,GRANDMASTER,499승 462패 (51.93%),813점
바위주머니,GRANDMASTER,186승 141패 (56.88%),812점
September 1st,GRANDMASTER,304승 271패 (52.87%),811점
marshmallowo,GRANDMASTER,566승 536패 (51.36%),810점
어리고싶다,GRANDMASTER,281승 256패 (52.33%),810점
xdsnc,GRANDMASTER,199승 154패 (56.37%),810점
상식적으로,GRANDMASTER,312승 272패 (53.42%),809점
ben dan she shou,GRANDMASTER,355승 278패 (56.08%),808점
오지훈,GRANDMASTER,145승 113패 (56.20%),807점
알 로,GRANDMASTER,584승 540패 (51.96%),805점
vchasdqwvg,GRANDMASTER,154승 117패 (56.83%),805점
8년생 감자,GRANDMASTER,241승 203패 (54.28%),805점
Gakseong,GRANDMASTER,153승 108패 (58.62%),805점
내핑좀들어,GRANDMASTER,104승 65패 (61.54%),805점
ooi3,GRANDMASTER,182승 139패 (56.70%),804점
elelelelyy,GRANDMASTER,280승 248패 (53.03%),804점
greatest effort,GRANDMASTER,653승 590패 (52.53%),803점
lushangxiaoxin,GRANDMASTER,395승 365패 (51.97%),802점
잠자는 왕,GRANDMASTER,292승 259패 (52.99%),802점
Destiny,GRANDMASTER,314승 292패 (51.82%),802점
