name,tear,score,rate
123156466,CHALLENGER,1202점,214승 162패 (56.91%)
TolanD23,CHALLENGER,1201점,664승 619패 (51.75%)
Guo m1e na sai ,CHALLENGER,1201점,242승 190패 (56.02%)
K love Jiao,CHALLENGER,1197점,266승 209패 (56.00%)
Aileri,CHALLENGER,1196점,273승 227패 (54.60%)
FA ady,CHALLENGER,1194점,548승 503패 (52.14%)
Hype,CHALLENGER,1192점,283승 229패 (55.27%)
Rich,CHALLENGER,1192점,153승 102패 (60.00%)
HyeonJu,CHALLENGER,1190점,245승 198패 (55.30%)
xiayoujie,CHALLENGER,1187점,288승 232패 (55.38%)
C9 Berserker,CHALLENGER,1187점,198승 133패 (59.82%)
DK Rahel,CHALLENGER,1186점,318승 263패 (54.73%)
Ego BattIe,CHALLENGER,1183점,159승 127패 (55.59%)
누누와 윌럼프,CHALLENGER,1183점,136승 75패 (64.45%)
Bae Suzy,CHALLENGER,1180점,290승 246패 (54.10%)
Cloud,CHALLENGER,1179점,723승 673패 (51.79%)
Morgan,CHALLENGER,1173점,200승 152패 (56.82%)
길가다가까까사달라고조르는이도윤,CHALLENGER,1169점,193승 145패 (57.10%)
키보드에음료쏟아서고장내는이도윤,CHALLENGER,1168점,244승 197패 (55.33%)
90 마린,CHALLENGER,1165점,375승 313패 (54.51%)
zpzG,CHALLENGER,1165점,246승 185패 (57.08%)
DRX Juhana,CHALLENGER,1163점,609승 557패 (52.23%)
호떡붕어빵,CHALLENGER,1160점,195승 148패 (56.85%)
라 코,CHALLENGER,1159점,219승 177패 (55.30%)
FA Kingdom,CHALLENGER,1151점,398승 343패 (53.71%)
대광 ,CHALLENGER,1148점,314승 253패 (55.38%)
raptor,CHALLENGER,1142점,427승 374패 (53.31%)
추요정,CHALLENGER,1141점,116승 66패 (63.74%)
God Thunder,CHALLENGER,1138점,529승 483패 (52.27%)
y1qunsb,CHALLENGER,1138점,609승 556패 (52.27%)
행운이 따르기를,CHALLENGER,1132점,263승 215패 (55.02%)
subintnqls06,CHALLENGER,1131점,188승 135패 (58.20%)
피자사줬더니올리브만빼먹는이도윤,CHALLENGER,1130점,217승 163패 (57.11%)
Blaber,CHALLENGER,1127점,304승 264패 (53.52%)
헤 돈,CHALLENGER,1126점,183승 128패 (58.84%)
Loopy,CHALLENGER,1124점,328승 280패 (53.95%)
ahahahhhhhh,CHALLENGER,1123점,344승 294패 (53.92%)
신이 되는 길요,CHALLENGER,1121점,359승 270패 (57.07%)
AYELGODLIKEMODE,CHALLENGER,1118점,246승 159패 (60.74%)
반년롤접다옴,CHALLENGER,1118점,164승 115패 (58.78%)
yskmismyson,CHALLENGER,1117점,230승 188패 (55.02%)
땅굴팀 미드,CHALLENGER,1112점,192승 153패 (55.65%)
Shadow Nia,CHALLENGER,1111점,203승 143패 (58.67%)
JJHXHUN,CHALLENGER,1109점,715승 663패 (51.89%)
snunup,CHALLENGER,1109점,395승 344패 (53.45%)
FA Smlz,CHALLENGER,1107점,390승 346패 (52.99%)
용병456,CHALLENGER,1107점,319승 270패 (54.16%)
Forest,CHALLENGER,1100점,544승 504패 (51.91%)
한알한알달,CHALLENGER,1098점,377승 311패 (54.80%)
DRX,CHALLENGER,1096점,378승 333패 (53.16%)
VIICHAN,CHALLENGER,1093점,311승 232패 (57.27%)
meiyouzixin,CHALLENGER,1091점,656승 608패 (51.90%)
시간의 숲,CHALLENGER,1090점,263승 218패 (54.68%)
stay,CHALLENGER,1089점,303승 254패 (54.40%)
chainasawman,CHALLENGER,1087점,421승 364패 (53.63%)
aowamzosq,CHALLENGER,1087점,314승 264패 (54.33%)
UmTi,CHALLENGER,1086점,172승 130패 (56.95%)
쪼렙이다말로하자,CHALLENGER,1085점,272승 234패 (53.75%)
Mireu,CHALLENGER,1085점,184승 124패 (59.74%)
300warriors,CHALLENGER,1085점,431승 369패 (53.87%)
DRX kyeahoo,CHALLENGER,1080점,378승 329패 (53.47%)
luck dog,CHALLENGER,1080점,216승 174패 (55.38%)
조사병단병사1,CHALLENGER,1079점,331승 282패 (54.00%)
cosmos,CHALLENGER,1075점,579승 532패 (52.12%)
Indexy,CHALLENGER,1074점,359승 318패 (53.03%)
rkswjfgkqslek,CHALLENGER,1073점,441승 395패 (52.75%)
qeqzxweqvr1212,CHALLENGER,1072점,288승 240패 (54.55%)
HLE Tempester,CHALLENGER,1069점,388승 341패 (53.22%)
나카노 니노,CHALLENGER,1067점,127승 73패 (63.50%)
720Cloud,CHALLENGER,1064점,285승 221패 (56.32%)
kyunang,CHALLENGER,1064점,170승 123패 (58.02%)
기 회,CHALLENGER,1064점,191승 147패 (56.51%)
Brance,CHALLENGER,1063점,266승 215패 (55.30%)
locn,CHALLENGER,1059점,244승 233패 (51.15%)
T1 Gumayusi,CHALLENGER,1057점,298승 253패 (54.08%)
난화내,CHALLENGER,1055점,254승 214패 (54.27%)
Pooh,CHALLENGER,1055점,433승 391패 (52.55%)
DK Thanatos,CHALLENGER,1049점,245승 194패 (55.81%)
적수가없는사람,CHALLENGER,1047점,144승 96패 (60.00%)
g g,CHALLENGER,1047점,219승 177패 (55.30%)
Qing,CHALLENGER,1045점,400승 351패 (53.26%)
은가뉴,CHALLENGER,1045점,244승 195패 (55.58%)
poome,CHALLENGER,1043점,231승 183패 (55.80%)
칼과 창 방패,CHALLENGER,1042점,387승 344패 (52.94%)
Clozer,CHALLENGER,1041점,175승 118패 (59.73%)
생각이 통달하다,CHALLENGER,1037점,569승 519패 (52.30%)
나도 신경 쓰지 않는다,CHALLENGER,1036점,191승 147패 (56.51%)
Castlng,CHALLENGER,1036점,271승 226패 (54.53%)
Bad End,CHALLENGER,1032점,417승 369패 (53.05%)
ben dan she shou,CHALLENGER,1032점,385승 302패 (56.04%)
끗빵왕,CHALLENGER,1031점,302승 264패 (53.36%)
Zac,CHALLENGER,1031점,305승 259패 (54.08%)
M G,CHALLENGER,1030점,468승 416패 (52.94%)
dyjkbysb,CHALLENGER,1029점,163승 113패 (59.06%)
라쿤99,CHALLENGER,1029점,196승 152패 (56.32%)
zaqwxsecdrfv,CHALLENGER,1026점,339승 273패 (55.39%)
Chu성훈,CHALLENGER,1024점,477승 440패 (52.02%)
business boy,CHALLENGER,1023점,150승 107패 (58.37%)
hanni fans,CHALLENGER,1021점,145승 81패 (64.16%)
Croquette,CHALLENGER,1020점,362승 330패 (52.31%)
langmanbusi,CHALLENGER,1019점,405승 362패 (52.80%)
취미죽기특기죽기,CHALLENGER,1019점,174승 115패 (60.21%)
거리에서,CHALLENGER,1018점,203승 144패 (58.50%)
바지를 벗어,CHALLENGER,1017점,191승 144패 (57.01%)
라쿤99,CHALLENGER,1017점,417승 361패 (53.60%)
qweasdcxz,CHALLENGER,1017점,162승 124패 (56.64%)
잭장군 이현,CHALLENGER,1016점,298승 253패 (54.08%)
quanliyifu,CHALLENGER,1015점,413승 370패 (52.75%)
haiyaonuli,CHALLENGER,1014점,447승 398패 (52.90%)
괴물쥐,CHALLENGER,1013점,290승 230패 (55.77%)
oljjlrpajkzqzxjy,CHALLENGER,1011점,312승 268패 (53.79%)
130815,CHALLENGER,1010점,179승 129패 (58.12%)
악 신,CHALLENGER,1009점,138승 92패 (60.00%)
xing zhui yue,CHALLENGER,1009점,354승 309패 (53.39%)
송도 톰 하디,CHALLENGER,1008점,157승 100패 (61.09%)
piop5,CHALLENGER,1007점,298승 255패 (53.89%)
FA 카니아,CHALLENGER,1007점,180승 131패 (57.88%)
Supreme,CHALLENGER,1007점,155승 108패 (58.94%)
뇌 녹 사,CHALLENGER,1007점,326승 284패 (53.44%)
미소 엄마3,CHALLENGER,1006점,341승 292패 (53.87%)
nddn,CHALLENGER,1005점,338승 289패 (53.91%)
pout2023,CHALLENGER,1005점,340승 289패 (54.05%)
도천지,CHALLENGER,1005점,406승 364패 (52.73%)
YURI,CHALLENGER,1004점,425승 385패 (52.47%)
Happynewyear1,CHALLENGER,1003점,283승 229패 (55.27%)
YHS1,CHALLENGER,1003점,453승 408패 (52.61%)
소년가장 원딜,CHALLENGER,1003점,300승 261패 (53.48%)
kakaxi7,CHALLENGER,1002점,438승 354패 (55.30%)
Upgrade 할거야,CHALLENGER,1002점,437승 394패 (52.59%)
NS REDFORCE,CHALLENGER,1000점,324승 289패 (52.85%)
qiowirz,CHALLENGER,1000점,507승 465패 (52.16%)
autofill queue,CHALLENGER,1000점,369승 309패 (54.42%)
동글동글빵빵,CHALLENGER,1000점,201승 154패 (56.62%)
Daystar,CHALLENGER,999점,154승 102패 (60.16%)
Guti,CHALLENGER,998점,368승 328패 (52.87%)
HLE Loki,CHALLENGER,997점,457승 418패 (52.23%)
Burdol2,CHALLENGER,997점,183승 137패 (57.19%)
NS Carim,CHALLENGER,996점,163승 123패 (56.99%)
daoxinwengu1,CHALLENGER,995점,494승 445패 (52.61%)
그 맛은궁진하다,CHALLENGER,990점,239승 193패 (55.32%)
이광수,CHALLENGER,989점,619승 579패 (51.67%)
Yusoo,CHALLENGER,989점,331승 286패 (53.65%)
갈과 배 음료,CHALLENGER,989점,387승 340패 (53.23%)
hold me7,CHALLENGER,989점,461승 423패 (52.15%)
Loopy,CHALLENGER,988점,145승 92패 (61.18%)
cant die plz ,CHALLENGER,985점,281승 252패 (52.72%)
dlrj,CHALLENGER,983점,226승 174패 (56.50%)
fengzhenguuu,CHALLENGER,982점,253승 188패 (57.37%)
Gen G samD,CHALLENGER,980점,172승 131패 (56.77%)
YONG2,CHALLENGER,980점,209승 170패 (55.15%)
백 호,CHALLENGER,980점,462승 412패 (52.86%)
BRO Pollu,CHALLENGER,978점,523승 483패 (51.99%)
재석종우상길찬호두홍진석강현만수,CHALLENGER,977점,323승 301패 (51.76%)
마인크래트프,CHALLENGER,975점,152승 106패 (58.91%)
김정민,CHALLENGER,974점,246승 207패 (54.30%)
붐칙칵칙,CHALLENGER,974점,487승 447패 (52.14%)
Selam,CHALLENGER,973점,137승 94패 (59.31%)
용병457,CHALLENGER,973점,370승 334패 (52.56%)
baybayya,CHALLENGER,972점,226승 184패 (55.12%)
My Stupid ChoGod,CHALLENGER,970점,184승 146패 (55.76%)
걍내잘못임,CHALLENGER,970점,345승 297패 (53.74%)
DRX,CHALLENGER,969점,308승 260패 (54.23%)
FA 2005,CHALLENGER,969점,694승 657패 (51.37%)
크리스챤 Dior,CHALLENGER,969점,94승 47패 (66.67%)
cikcik,CHALLENGER,969점,284승 243패 (53.89%)
으끄으끄,CHALLENGER,967점,327승 269패 (54.87%)
넥스트 챌린지,CHALLENGER,967점,114승 63패 (64.41%)
광팔햄,CHALLENGER,967점,320승 280패 (53.33%)
댕청잇,CHALLENGER,967점,142승 107패 (57.03%)
코쿠시보 데이찌,CHALLENGER,965점,224승 174패 (56.28%)
그라가스할래요,CHALLENGER,965점,230승 199패 (53.61%)
Cold,CHALLENGER,964점,145승 109패 (57.09%)
tree supporter,CHALLENGER,963점,150승 98패 (60.48%)
Oner,CHALLENGER,963점,193승 148패 (56.60%)
xXiaoxiangG,CHALLENGER,959점,322승 274패 (54.03%)
nordlys,CHALLENGER,958점,319승 261패 (55.00%)
막강주니,CHALLENGER,956점,400승 355패 (52.98%)
자신감을잃지말자,CHALLENGER,954점,480승 448패 (51.72%)
Rose bloomforyou,CHALLENGER,954점,286승 248패 (53.56%)
Shmi7y,CHALLENGER,954점,308승 244패 (55.80%)
qingshu y,CHALLENGER,953점,310승 263패 (54.10%)
나를탓하지마라,CHALLENGER,951점,285승 239패 (54.39%)
묵묵한철거왕,CHALLENGER,951점,507승 422패 (54.57%)
Fzz gege,CHALLENGER,951점,584승 533패 (52.28%)
huiliyi,CHALLENGER,949점,220승 179패 (55.14%)
Focalors333,CHALLENGER,946점,448승 408패 (52.34%)
セリザワ タマオ,CHALLENGER,946점,240승 201패 (54.42%)
OneZang,CHALLENGER,946점,260승 220패 (54.17%)
greatest effort,CHALLENGER,945점,677승 604패 (52.85%)
DDoiV,CHALLENGER,944점,885승 839패 (51.33%)
Baut,CHALLENGER,944점,202승 139패 (59.24%)
호잇이,CHALLENGER,943점,185승 139패 (57.10%)
다없수질,CHALLENGER,943점,109승 56패 (66.06%)
Smash,CHALLENGER,942점,144승 125패 (53.53%)
Exusia,CHALLENGER,942점,648승 604패 (51.76%)
bababaabam,CHALLENGER,941점,121승 80패 (60.20%)
Minit,CHALLENGER,941점,249승 212패 (54.01%)
Just NT,CHALLENGER,940점,239승 197패 (54.82%)
델리델리델리빵,CHALLENGER,940점,347승 303패 (53.38%)
K T,CHALLENGER,939점,216승 173패 (55.53%)
12452354,CHALLENGER,939점,161승 108패 (59.85%)
ShrimpVicious,CHALLENGER,939점,349승 306패 (53.28%)
Kujo Miki,CHALLENGER,938점,140승 100패 (58.33%)
wasdqewasd,CHALLENGER,936점,262승 215패 (54.93%)
딜서폿 꿀잼,CHALLENGER,936점,237승 196패 (54.73%)
rtmopgd,CHALLENGER,935점,193승 134패 (59.02%)
다훈갓,CHALLENGER,935점,213승 175패 (54.90%)
General irel,CHALLENGER,934점,305승 268패 (53.23%)
BRO Kangin,CHALLENGER,934점,450승 418패 (51.84%)
cmty,CHALLENGER,933점,525승 484패 (52.03%)
real gankster,CHALLENGER,932점,398승 359패 (52.58%)
갑 각 류,CHALLENGER,932점,217승 174패 (55.50%)
Witt,CHALLENGER,931점,128승 85패 (60.09%)
질병게임1,CHALLENGER,930점,586승 534패 (52.32%)
Attack Fight,CHALLENGER,930점,368승 329패 (52.80%)
HAUZ 23,CHALLENGER,915점,196승 147패 (57.14%)
멍청이,CHALLENGER,902점,314승 278패 (53.04%)
Pizano,CHALLENGER,899점,481승 430패 (52.80%)
유발협스트레스,CHALLENGER,895점,408승 339패 (54.62%)
jhqdyqkd,CHALLENGER,886점,723승 650패 (52.66%)
돈 비 어프레이드,CHALLENGER,843점,437승 394패 (52.59%)
Wo xing li,CHALLENGER,836점,302승 249패 (54.81%)
벌꿀허태범,CHALLENGER,825점,366승 330패 (52.59%)
enenenenang,GRANDMASTER,1033점,378승 336패 (52.94%)
후회 첫날,GRANDMASTER,1000점,296승 236패 (55.64%)
갑 각 류,GRANDMASTER,988점,153승 107패 (58.85%)
마음 만약 양지,GRANDMASTER,978점,242승 179패 (57.48%)
fisherr,GRANDMASTER,977점,495승 452패 (52.27%)
졸귀뽀시,GRANDMASTER,974점,342승 297패 (53.52%)
카와이 뽀시,GRANDMASTER,960점,399승 358패 (52.71%)
Chillin Homie,GRANDMASTER,958점,108승 52패 (67.50%)
Calix,GRANDMASTER,935점,340승 309패 (52.39%)
좋아하다아이유,GRANDMASTER,934점,279승 224패 (55.47%)
손주녁,GRANDMASTER,933점,191승 151패 (55.85%)
Zest,GRANDMASTER,933점,425승 392패 (52.02%)
노 루,GRANDMASTER,929점,172승 133패 (56.39%)
MiloBramble,GRANDMASTER,929점,413승 358패 (53.57%)
생품이,GRANDMASTER,929점,385승 338패 (53.25%)
woyaoshangzuanyi,GRANDMASTER,927점,394승 342패 (53.53%)
baozaopiqi,GRANDMASTER,926점,468승 432패 (52.00%)
nAts2,GRANDMASTER,926점,358승 305패 (54.00%)
SOODANGKIM,GRANDMASTER,924점,153승 98패 (60.96%)
iejqifpq,GRANDMASTER,924점,399승 355패 (52.92%)
땅굴팀 미드,GRANDMASTER,924점,183승 139패 (56.83%)
파 바,GRANDMASTER,924점,91승 37패 (71.09%)
lactea420,GRANDMASTER,924점,238승 200패 (54.34%)
발재훈이의모함,GRANDMASTER,923점,163승 100패 (61.98%)
McDonalds,GRANDMASTER,920점,333승 286패 (53.80%)
Bvoy,GRANDMASTER,919점,344승 289패 (54.34%)
nsk4498,GRANDMASTER,919점,164승 118패 (58.16%)
qwersdxzsa,GRANDMASTER,919점,358승 285패 (55.68%)
hei si yyds,GRANDMASTER,918점,302승 267패 (53.08%)
apex1v1solo,GRANDMASTER,918점,246승 208패 (54.19%)
쿠크다스맛커피,GRANDMASTER,912점,266승 223패 (54.40%)
Citrus,GRANDMASTER,908점,745승 697패 (51.66%)
Chancedong,GRANDMASTER,907점,185승 148패 (55.56%)
르세라핌 정훈,GRANDMASTER,904점,176승 106패 (62.41%)
Castle,GRANDMASTER,903점,328승 292패 (52.90%)
NS Jiwoo,GRANDMASTER,901점,307승 275패 (52.75%)
ucal,GRANDMASTER,898점,208승 171패 (54.88%)
aierlanxiaozhu,GRANDMASTER,897점,222승 185패 (54.55%)
йejbazz,GRANDMASTER,894점,294승 247패 (54.34%)
경북전문대작치과,GRANDMASTER,894점,167승 115패 (59.22%)
어색했,GRANDMASTER,893점,475승 427패 (52.66%)
Honpi,GRANDMASTER,893점,363승 326패 (52.69%)
잠을 뒤척이다,GRANDMASTER,893점,271승 228패 (54.31%)
매일 졸아요,GRANDMASTER,889점,148승 91패 (61.92%)
쿠키당신은틀렸어,GRANDMASTER,888점,103승 59패 (63.58%)
젱 글,GRANDMASTER,888점,407승 364패 (52.79%)
O0OOoO,GRANDMASTER,887점,908승 865패 (51.21%)
언니우기,GRANDMASTER,886점,236승 200패 (54.13%)
농심라면다내꺼야,GRANDMASTER,885점,266승 236패 (52.99%)
NS HH,GRANDMASTER,885점,370승 337패 (52.33%)
Jerma985,GRANDMASTER,884점,208승 159패 (56.68%)
Viper,GRANDMASTER,883점,225승 185패 (54.88%)
보스고영희,GRANDMASTER,881점,245승 195패 (55.68%)
asdsa,GRANDMASTER,879점,257승 214패 (54.56%)
하준상,GRANDMASTER,878점,196승 162패 (54.75%)
DRX Frog,GRANDMASTER,877점,267승 226패 (54.16%)
죽기 쉬운 사람,GRANDMASTER,876점,209승 170패 (55.15%)
향 상,GRANDMASTER,876점,268승 215패 (55.49%)
아무것도몰라,GRANDMASTER,875점,195승 161패 (54.78%)
nalamango,GRANDMASTER,873점,351승 314패 (52.78%)
이야공,GRANDMASTER,873점,206승 169패 (54.93%)
하늘이펼쳐지는밤,GRANDMASTER,871점,127승 89패 (58.80%)
LSB Diable,GRANDMASTER,867점,197승 160패 (55.18%)
AND4,GRANDMASTER,866점,232승 170패 (57.71%)
xiaoshengnaideli,GRANDMASTER,864점,253승 187패 (57.50%)
괴물쥐쥐새끼,GRANDMASTER,864점,226승 181패 (55.53%)
사람위에사람없고,GRANDMASTER,863점,438승 392패 (52.77%)
Demonstrator,GRANDMASTER,862점,72승 42패 (63.16%)
르세라핌 정훈,GRANDMASTER,860점,158승 109패 (59.18%)
바이탈,GRANDMASTER,858점,351승 316패 (52.62%)
Permaban12542116,GRANDMASTER,858점,228승 184패 (55.34%)
BRO Enosh,GRANDMASTER,857점,648승 614패 (51.35%)
동냥아치,GRANDMASTER,856점,300승 266패 (53.00%)
난모든것에서Bear,GRANDMASTER,856점,207승 172패 (54.62%)
딸기따르트으,GRANDMASTER,855점,673승 638패 (51.33%)
바다가 좋아요,GRANDMASTER,855점,388승 352패 (52.43%)
핏빛 계약,GRANDMASTER,855점,262승 230패 (53.25%)
Lotsoo,GRANDMASTER,853점,716승 677패 (51.40%)
기묘기묘,GRANDMASTER,853점,226승 195패 (53.68%)
elelelelyy,GRANDMASTER,853점,288승 252패 (53.33%)
FA leemas ,GRANDMASTER,852점,287승 241패 (54.36%)
나의본색,GRANDMASTER,852점,248승 199패 (55.48%)
xxxxouooo,GRANDMASTER,852점,540승 496패 (52.12%)
hunter,GRANDMASTER,852점,631승 586패 (51.85%)
zao chen zz,GRANDMASTER,851점,309승 267패 (53.65%)
불가사의 카르테,GRANDMASTER,850점,227승 186패 (54.96%)
00동현,GRANDMASTER,847점,202승 154패 (56.74%)
텔레비전,GRANDMASTER,846점,373승 335패 (52.68%)
NEED HER,GRANDMASTER,846점,414승 377패 (52.34%)
우승을 차지하다,GRANDMASTER,845점,451승 424패 (51.54%)
vchasdqwvg,GRANDMASTER,845점,160승 121패 (56.94%)
범사섭수관용,GRANDMASTER,844점,219승 170패 (56.30%)
NS Sounda,GRANDMASTER,843점,322승 283패 (53.22%)
The Batman1,GRANDMASTER,843점,236승 181패 (56.59%)
왕자님 나가신다,GRANDMASTER,842점,84승 50패 (62.69%)
gaubeo202,GRANDMASTER,841점,422승 349패 (54.73%)
buyaofangaiwo,GRANDMASTER,840점,164승 121패 (57.54%)
 shirenshuoshuo,GRANDMASTER,840점,242승 173패 (58.31%)
zhendehaoleia,GRANDMASTER,838점,261승 224패 (53.81%)
lanpangzi,GRANDMASTER,838점,254승 215패 (54.16%)
준 영,GRANDMASTER,835점,253승 180패 (58.43%)
기묘진,GRANDMASTER,835점,286승 238패 (54.58%)
doi with me,GRANDMASTER,834점,406승 365패 (52.66%)
광동귀환,GRANDMASTER,834점,274승 244패 (52.90%)
벌꿀유준엽,GRANDMASTER,833점,185승 150패 (55.22%)
나 경,GRANDMASTER,833점,262승 234패 (52.82%)
noobldrzzzzz,GRANDMASTER,832점,309승 277패 (52.73%)
Let me sup,GRANDMASTER,830점,865승 825패 (51.18%)
8년생 감자,GRANDMASTER,830점,258승 215패 (54.55%)
Hide on bush,GRANDMASTER,830점,306승 270패 (53.12%)
YQYQ,GRANDMASTER,829점,127승 92패 (57.99%)
Sung Eun,GRANDMASTER,828점,253승 211패 (54.53%)
DDahyuk,GRANDMASTER,827점,301승 257패 (53.94%)
xiaoqiupup,GRANDMASTER,827점,423승 388패 (52.16%)
전민혁,GRANDMASTER,823점,500승 454패 (52.41%)
오지훈,GRANDMASTER,822점,149승 118패 (55.81%)
Again,GRANDMASTER,822점,167승 104패 (61.62%)
coolran,GRANDMASTER,822점,342승 313패 (52.21%)
I이경우,GRANDMASTER,822점,269승 227패 (54.23%)
여자말걸지마세요,GRANDMASTER,819점,186승 146패 (56.02%)
김점수,GRANDMASTER,819점,187승 149패 (55.65%)
mashushu,GRANDMASTER,817점,147승 111패 (56.98%)
패스트볼만,GRANDMASTER,817점,339승 302패 (52.89%)
asdkjfhgfasd,GRANDMASTER,817점,511승 475패 (51.83%)
스물다섯번째밤,GRANDMASTER,816점,384승 348패 (52.46%)
Gakseoйg,GRANDMASTER,814점,295승 257패 (53.44%)
DRX Rascal,GRANDMASTER,813점,230승 198패 (53.74%)
Xbm,GRANDMASTER,812점,142승 108패 (56.80%)
huyaqingchen,GRANDMASTER,812점,229승 180패 (55.99%)
바위주머니,GRANDMASTER,812점,186승 141패 (56.88%)
LunaLina,GRANDMASTER,811점,492승 453패 (52.06%)
BRO A JUG,GRANDMASTER,810점,309승 275패 (52.91%)
이 차가 식기전에,GRANDMASTER,810점,282승 252패 (52.81%)
marshmallowo,GRANDMASTER,810점,566승 536패 (51.36%)
Kim Sang Hoon,GRANDMASTER,809점,325승 299패 (52.08%)
삐에로가좋아,GRANDMASTER,809점,462승 430패 (51.79%)
kctz,GRANDMASTER,808점,221승 158패 (58.31%)
드맨드맨핸드맨,GRANDMASTER,807점,270승 230패 (54.00%)
하얗고예쁨,GRANDMASTER,807점,272승 233패 (53.86%)
swordart7,GRANDMASTER,806점,207승 163패 (55.95%)
oPhELiaA,GRANDMASTER,806점,253승 218패 (53.72%)
