name,tear,rate,score
스트레스유발협곡,CHALLENGER,192승 118패 (61.94%),2067점
BRO Hena,CHALLENGER,362승 290패 (55.52%),1713점
Radiohead,CHALLENGER,341승 293패 (53.79%),1696점
JUGKlNG,CHALLENGER,226승 162패 (58.25%),1641점
따봉 람미스,CHALLENGER,230승 167패 (57.93%),1617점
HLE Roamer,CHALLENGER,293승 235패 (55.49%),1577점
asd132,CHALLENGER,186승 123패 (60.19%),1555점
Bae Suzy,CHALLENGER,231승 175패 (56.90%),1536점
건물 사이 장미,CHALLENGER,207승 152패 (57.66%),1530점
수명단축협곡,CHALLENGER,238승 188패 (55.87%),1474점
Happynewyear1,CHALLENGER,274승 208패 (56.85%),1454점
타 잔,CHALLENGER,243승 188패 (56.38%),1439점
니카 모드,CHALLENGER,243승 188패 (56.38%),1436점
Khae1,CHALLENGER,172승 124패 (58.11%),1431점
Noob piss off,CHALLENGER,379승 324패 (53.91%),1410점
영차영차화이팅,CHALLENGER,275승 227패 (54.78%),1408점
KDF 태윤,CHALLENGER,283승 231패 (55.06%),1401점
Arnold Hur,CHALLENGER,196승 128패 (60.49%),1400점
chainasawman,CHALLENGER,313승 249패 (55.69%),1389점
윤용호,CHALLENGER,250승 192패 (56.56%),1379점
jia xiang di,CHALLENGER,222승 138패 (61.67%),1374점
HLE Lure,CHALLENGER,294승 232패 (55.89%),1373점
nfangz mimei,CHALLENGER,166승 116패 (58.87%),1371점
kiin,CHALLENGER,170승 117패 (59.23%),1368점
으끄으끄,CHALLENGER,308승 258패 (54.42%),1355점
어쩌라고맞짱뜰까,CHALLENGER,158승 110패 (58.96%),1347점
Gen G Casting,CHALLENGER,225승 170패 (56.96%),1345점
KDF Bull,CHALLENGER,380승 333패 (53.30%),1340점
BRO Karis,CHALLENGER,242승 192패 (55.76%),1337점
나 금쪽이 광대,CHALLENGER,248승 188패 (56.88%),1328점
kabmah,CHALLENGER,166승 102패 (61.94%),1327점
DK Sharvel,CHALLENGER,443승 390패 (53.18%),1318점
읽씹맨,CHALLENGER,393승 336패 (53.91%),1317점
Blaber,CHALLENGER,291승 246패 (54.19%),1316점
kctz,CHALLENGER,213승 154패 (58.04%),1316점
T1 Smash1,CHALLENGER,214승 170패 (55.73%),1312점
God Thunder,CHALLENGER,206승 158패 (56.59%),1311점
NS Calix,CHALLENGER,286승 244패 (53.96%),1309점
바이탈,CHALLENGER,243승 199패 (54.98%),1304점
hhhhbbbb,CHALLENGER,193승 137패 (58.48%),1297점
Chinata,CHALLENGER,357승 306패 (53.85%),1296점
PandaCCC,CHALLENGER,372승 284패 (56.71%),1285점
BRO Effort,CHALLENGER,198승 159패 (55.46%),1279점
Kingen,CHALLENGER,248승 197패 (55.73%),1277점
luckyqqqq,CHALLENGER,233승 185패 (55.74%),1275점
NS Callme,CHALLENGER,355승 308패 (53.54%),1270점
U move me,CHALLENGER,418승 351패 (54.36%),1266점
qazwsxedcrfvdf,CHALLENGER,192승 131패 (59.44%),1264점
살퀸레,CHALLENGER,308승 259패 (54.32%),1253점
C9 EMENES,CHALLENGER,256승 196패 (56.64%),1253점
자신을 통제해라,CHALLENGER,247승 180패 (57.85%),1249점
aaaddddd,CHALLENGER,268승 215패 (55.49%),1247점
daoxinsomoking,CHALLENGER,277승 219패 (55.85%),1244점
댕청잇,CHALLENGER,135승 94패 (58.95%),1239점
Miйous,CHALLENGER,279승 228패 (55.03%),1237점
C9 Berserker,CHALLENGER,168승 105패 (61.54%),1236점
쿠크다스맛커피,CHALLENGER,233승 182패 (56.14%),1233점
Lehends,CHALLENGER,187승 134패 (58.26%),1228점
학무지경    버,CHALLENGER,191승 134패 (58.77%),1226점
문지르기,CHALLENGER,248승 200패 (55.36%),1225점
add astra,CHALLENGER,171승 114패 (60.00%),1223점
Croquette,CHALLENGER,317승 279패 (53.19%),1222점
엘소드친구구함,CHALLENGER,133승 81패 (62.15%),1219점
dlwlrma22,CHALLENGER,148승 105패 (58.50%),1218점
따봉 람머스,CHALLENGER,325승 266패 (54.99%),1218점
langmanbusi,CHALLENGER,287승 237패 (54.77%),1216점
DDDRXX,CHALLENGER,198승 147패 (57.39%),1215점
장자함,CHALLENGER,312승 256패 (54.93%),1206점
쪼렙이다말로하자,CHALLENGER,257승 216패 (54.33%),1205점
Indexy,CHALLENGER,335승 292패 (53.43%),1201점
내 공간으로 이동,CHALLENGER,292승 248패 (54.07%),1200점
FA xiaoer,CHALLENGER,207승 123패 (62.73%),1198점
HLE Duro,CHALLENGER,191승 145패 (56.85%),1193점
깔짝대기,CHALLENGER,348승 299패 (53.79%),1181점
DRX 영슌,CHALLENGER,258승 216패 (54.43%),1173점
T1 Gumayusi,CHALLENGER,227승 182패 (55.50%),1169점
Aileri,CHALLENGER,244승 201패 (54.83%),1168점
스트레칭유발협곡,CHALLENGER,294승 266패 (52.50%),1168점
줘패놓기전에 눈 깔고다녀라,CHALLENGER,171승 120패 (58.76%),1164점
미소 엄마3,CHALLENGER,202승 149패 (57.55%),1161점
locn,CHALLENGER,231승 217패 (51.56%),1161점
나 금쪽이 기리,CHALLENGER,177승 147패 (54.63%),1160점
ooi3,CHALLENGER,141승 85패 (62.39%),1154점
재훈이의모함,CHALLENGER,382승 333패 (53.43%),1143점
daoxinwengu1,CHALLENGER,382승 335패 (53.28%),1143점
HLE Grizzly,CHALLENGER,204승 165패 (55.28%),1141점
BRO Pollu,CHALLENGER,423승 383패 (52.48%),1140점
대머리 까까랏,CHALLENGER,183승 143패 (56.13%),1140점
Damn JG,CHALLENGER,390승 338패 (53.57%),1138점
Zac,CHALLENGER,237승 195패 (54.86%),1128점
na shi yu,CHALLENGER,192승 148패 (56.47%),1128점
Dragon God King,CHALLENGER,301승 225패 (57.22%),1126점
라 코,CHALLENGER,200승 160패 (55.56%),1124점
Doesnt matterr,CHALLENGER,128승 72패 (64.00%),1123점
Golden Guardians,CHALLENGER,138승 82패 (62.73%),1118점
HLE L0ki,CHALLENGER,365승 325패 (52.90%),1117점
xrdeokdam,CHALLENGER,146승 106패 (57.94%),1115점
BRO Morgan,CHALLENGER,165승 125패 (56.90%),1114점
오직노역,CHALLENGER,109승 62패 (63.74%),1113점
na ge nan ren,CHALLENGER,291승 243패 (54.49%),1113점
긴장해라케리아,CHALLENGER,610승 565패 (51.91%),1105점
이야공,CHALLENGER,191승 151패 (55.85%),1103점
B0NN1E,CHALLENGER,446승 407패 (52.29%),1101점
pupu2,CHALLENGER,332승 281패 (54.16%),1100점
우승을 차지하다,CHALLENGER,365승 333패 (52.29%),1091점
90 마린,CHALLENGER,263승 212패 (55.37%),1091점
Ego BattIe,CHALLENGER,146승 117패 (55.51%),1090점
사람 안 믿어,CHALLENGER,225승 182패 (55.28%),1089점
롤조아 롤미워,CHALLENGER,194승 139패 (58.26%),1086점
FIESTA,CHALLENGER,184승 125패 (59.55%),1085점
광동귀환,CHALLENGER,247승 208패 (54.29%),1085점
Mengqiuqiu,CHALLENGER,307승 259패 (54.24%),1084점
Let me sup,CHALLENGER,742승 697패 (51.56%),1084점
IlIlIlIIlllllIII,CHALLENGER,207승 162패 (56.10%),1084점
광연44,CHALLENGER,136승 78패 (63.55%),1078점
jia xiang d1,CHALLENGER,256승 207패 (55.29%),1073점
G2 Buggy,CHALLENGER,139승 82패 (62.90%),1069점
좋은하루좋은아침,CHALLENGER,164승 125패 (56.75%),1066점
DRX Juhana,CHALLENGER,393승 352패 (52.75%),1065점
자신감을잃지말자,CHALLENGER,385승 348패 (52.52%),1062점
livinli,CHALLENGER,128승 74패 (63.37%),1061점
TolanD23,CHALLENGER,623승 584패 (51.62%),1056점
Deft DK,CHALLENGER,245승 204패 (54.57%),1053점
Azhy,CHALLENGER,192승 153패 (55.65%),1049점
Like Jia0,CHALLENGER,183승 140패 (56.66%),1048점
KT Hype,CHALLENGER,241승 201패 (54.52%),1045점
농심라면다내꺼야,CHALLENGER,164승 129패 (55.97%),1043점
goddic,CHALLENGER,145승 98패 (59.67%),1041점
맛있게지기,CHALLENGER,594승 556패 (51.65%),1039점
65b08fda7d1a,CHALLENGER,318승 259패 (55.11%),1036점
qasdzxcvewz,CHALLENGER,190승 153패 (55.39%),1035점
LunaLina,CHALLENGER,423승 378패 (52.81%),1035점
AST JeongHoon,CHALLENGER,99승 44패 (69.23%),1030점
M1nit,CHALLENGER,218승 182패 (54.50%),1027점
젠지 위너,CHALLENGER,114승 75패 (60.32%),1024점
INSPIREEED,CHALLENGER,172승 108패 (61.43%),1023점
Gen G Zest,CHALLENGER,235승 203패 (53.65%),1023점
DK Saint,CHALLENGER,215승 180패 (54.43%),1022점
아베다게,CHALLENGER,149승 94패 (61.32%),1021점
shut downs,CHALLENGER,208승 182패 (53.33%),1020점
Reoki,CHALLENGER,347승 300패 (53.63%),1019점
Zao sheng gui zi,CHALLENGER,246승 204패 (54.67%),1018점
질병게임1,CHALLENGER,383승 333패 (53.49%),1017점
mikar,CHALLENGER,215승 156패 (57.95%),1017점
HLE Pooh,CHALLENGER,377승 337패 (52.80%),1016점
KDF Courage,CHALLENGER,239승 200패 (54.44%),1015점
광동 태윤,CHALLENGER,172승 121패 (58.70%),1015점
Pyjamas,CHALLENGER,295승 246패 (54.53%),1013점
라온팀 미드,CHALLENGER,166승 120패 (58.04%),1011점
라쿤99,CHALLENGER,175승 135패 (56.45%),1010점
doggo0114,CHALLENGER,244승 212패 (53.51%),1009점
칼과 창 방패,CHALLENGER,270승 235패 (53.47%),1009점
npc 1607,CHALLENGER,186승 129패 (59.05%),1007점
Clozer3,CHALLENGER,125승 70패 (64.10%),1007점
Like 1999,CHALLENGER,224승 179패 (55.58%),1007점
그 맛은궁진하다,CHALLENGER,227승 181패 (55.64%),1006점
번뇌를 잊다,CHALLENGER,147승 88패 (62.55%),1005점
피곤한 탕수육,CHALLENGER,264승 223패 (54.21%),1005점
BRO Raptor,CHALLENGER,321승 281패 (53.32%),1005점
돌아볼시간이없다,CHALLENGER,260승 221패 (54.05%),1003점
바지를 벗어,CHALLENGER,128승 84패 (60.38%),1001점
동글동글빵빵,CHALLENGER,179승 136패 (56.83%),998점
n1u123,CHALLENGER,223승 177패 (55.75%),997점
asdjipadsjip,CHALLENGER,330승 304패 (52.05%),993점
손톱오징어뚜껑꿱,CHALLENGER,474승 437패 (52.03%),986점
그라가스할래요,CHALLENGER,217승 187패 (53.71%),985점
ucal,CHALLENGER,181승 140패 (56.39%),984점
916debaobiao,CHALLENGER,270승 238패 (53.15%),982점
FA Citrus,CHALLENGER,501승 458패 (52.24%),981점
borrowed time ,CHALLENGER,103승 49패 (67.76%),980점
BRO DDoiV,CHALLENGER,697승 654패 (51.59%),978점
G2 Zoro,CHALLENGER,109승 58패 (65.27%),978점
ADC0419,CHALLENGER,364승 323패 (52.98%),974점
머루포도포도,CHALLENGER,186승 141패 (56.88%),974점
uuop,CHALLENGER,214승 174패 (55.15%),973점
qwdwqddq,CHALLENGER,224승 184패 (54.90%),973점
땅굴팀 미드,CHALLENGER,172승 143패 (54.60%),971점
dxyyyds,CHALLENGER,176승 123패 (58.86%),968점
Gen G Winner,CHALLENGER,151승 111패 (57.63%),967점
매일 졸려여,CHALLENGER,156승 118패 (56.93%),967점
Hoxpi,CHALLENGER,180승 129패 (58.25%),966점
막내현진 예뿌다,CHALLENGER,118승 70패 (62.77%),963점
Chu성훈,CHALLENGER,419승 389패 (51.86%),963점
DRX 끼얏호우,CHALLENGER,240승 203패 (54.18%),954점
huyaqingchen,CHALLENGER,182승 134패 (57.59%),954점
linlinzhu3,CHALLENGER,319승 253패 (55.77%),954점
리퀴드 코어장전,CHALLENGER,181승 134패 (57.46%),954점
kaokaokaokaokaoa,CHALLENGER,234승 191패 (55.06%),953점
FA Kania,CHALLENGER,249승 223패 (52.75%),953점
디알엑스스,CHALLENGER,217승 177패 (55.08%),953점
hold me7,CHALLENGER,420승 388패 (51.98%),953점
나 랜선데,CHALLENGER,298승 250패 (54.38%),951점
quanliyifu,CHALLENGER,366승 331패 (52.51%),950점
aidorusama,CHALLENGER,542승 498패 (52.12%),949점
cikcik,CHALLENGER,200승 165패 (54.79%),945점
byz3,CHALLENGER,130승 95패 (57.78%),945점
카와이 뽀시,CHALLENGER,245승 214패 (53.38%),944점
FA Smlz,CHALLENGER,194승 164패 (54.19%),943점
호떡붕어빵,CHALLENGER,160승 124패 (56.34%),941점
드럼 기타 보컬,CHALLENGER,523승 492패 (51.53%),941점
you are noob1,CHALLENGER,153승 100패 (60.47%),941점
aowamzosq,CHALLENGER,243승 202패 (54.61%),941점
Attack Fight,CHALLENGER,239승 206패 (53.71%),938점
앙 맛있엉,CHALLENGER,180승 146패 (55.21%),937점
rkswjfgkqslek,CHALLENGER,387승 348패 (52.65%),936점
아름다워지고싶요,CHALLENGER,216승 177패 (54.96%),933점
Twitch 현주 ,CHALLENGER,210승 175패 (54.55%),930점
마인크래트프,CHALLENGER,128승 87패 (59.53%),930점
피자사줬더니올리브만빼먹는이도윤,CHALLENGER,133승 92패 (59.11%),928점
쿨탱이,CHALLENGER,123승 85패 (59.13%),926점
BRO Ivory,CHALLENGER,671승 631패 (51.54%),926점
저 춤 못춰요,CHALLENGER,308승 264패 (53.85%),925점
iejqifpq,CHALLENGER,338승 298패 (53.14%),924점
lanpangzi,CHALLENGER,191승 160패 (54.42%),923점
잭장군 이현,CHALLENGER,247승 209패 (54.17%),923점
FA ady,CHALLENGER,367승 338패 (52.06%),923점
NS Carim,CHALLENGER,148승 113패 (56.70%),922점
코쿠시보 데이찌,CHALLENGER,195승 151패 (56.36%),920점
Yankos,CHALLENGER,233승 188패 (55.34%),919점
19990726,CHALLENGER,391승 331패 (54.16%),919점
언니우기,CHALLENGER,164승 129패 (55.97%),918점
xing zhui yue,CHALLENGER,191승 154패 (55.36%),916점
Wafflebrother,CHALLENGER,175승 117패 (59.93%),916점
라면이 맛있다,CHALLENGER,151승 123패 (55.11%),916점
Pham Hani,CHALLENGER,131승 101패 (56.47%),915점
DK Rahel,CHALLENGER,200승 162패 (55.25%),915점
LSB Diable,CHALLENGER,164승 127패 (56.36%),914점
platonic Iove,CHALLENGER,165승 127패 (56.51%),912점
C9 ZVENN,CHALLENGER,193승 153패 (55.78%),911점
BRO UmTi,CHALLENGER,144승 110패 (56.69%),910점
시간의 숲,CHALLENGER,234승 199패 (54.04%),907점
Racooй,CHALLENGER,296승 246패 (54.61%),907점
정훈이의 모험,CHALLENGER,144승 95패 (60.25%),906점
디그디,CHALLENGER,247승 189패 (56.65%),905점
zhang wen zi,CHALLENGER,354승 298패 (54.29%),904점
AST JJeongHoon,CHALLENGER,158승 90패 (63.71%),904점
도천지,CHALLENGER,299승 265패 (53.01%),904점
hwa i tings,CHALLENGER,421승 389패 (51.98%),902점
G2 Smoker,CHALLENGER,139승 86패 (61.78%),902점
NS Sounda,CHALLENGER,280승 242패 (53.64%),902점
BRO Gyosoo,CHALLENGER,242승 210패 (53.54%),900점
Vetheo1,CHALLENGER,179승 134패 (57.19%),899점
Jaya bot,CHALLENGER,94승 54패 (63.51%),895점
막강주니,CHALLENGER,306승 268패 (53.31%),895점
OneZang,CHALLENGER,245승 209패 (53.96%),895점
coolran,CHALLENGER,182승 149패 (54.98%),894점
리하우,CHALLENGER,113승 66패 (63.13%),892점
Znlm,CHALLENGER,95승 57패 (62.50%),891점
추워졸려배고파,CHALLENGER,221승 178패 (55.39%),890점
졸귀뽀시,CHALLENGER,241승 204패 (54.16%),889점
Destiny,CHALLENGER,297승 274패 (52.01%),889점
마음은멈춘물과같,CHALLENGER,373승 326패 (53.36%),885점
saigo no chosen,CHALLENGER,382승 342패 (52.76%),883점
xiaofangOWO,CHALLENGER,362승 325패 (52.69%),883점
9빠2,CHALLENGER,114승 76패 (60.00%),883점
신이 되는 길요,CHALLENGER,259승 185패 (58.33%),881점
CrustaceaOvO,CHALLENGER,125승 84패 (59.81%),881점
disciplinarian,CHALLENGER,157승 109패 (59.02%),880점
소년 미드,CHALLENGER,165승 132패 (55.56%),880점
너를 위해 챌린저,CHALLENGER,166승 122패 (57.64%),879점
zxcvwer,CHALLENGER,150승 108패 (58.14%),879점
WE choukesi,CHALLENGER,183승 135패 (57.55%),879점
Ego Battle,CHALLENGER,412승 385패 (51.69%),879점
FA Bounty,CHALLENGER,229승 173패 (56.97%),878점
경북전문대작치과,CHALLENGER,151승 106패 (58.75%),875점
sssaaa,CHALLENGER,283승 252패 (52.90%),874점
아아아안녕파이팅,CHALLENGER,436승 393패 (52.59%),874점
Blaberfish,CHALLENGER,150승 104패 (59.06%),872점
한단지보,CHALLENGER,311승 275패 (53.07%),871점
창원 대학병원,CHALLENGER,341승 301패 (53.12%),870점
모래상자,CHALLENGER,243승 212패 (53.41%),868점
renhuoyikouq,CHALLENGER,236승 194패 (54.88%),868점
02영재,CHALLENGER,394승 364패 (51.98%),867점
모딱민,CHALLENGER,356승 314패 (53.13%),867점
Seven,CHALLENGER,119승 82패 (59.20%),866점
정현심,CHALLENGER,189승 163패 (53.69%),866점
dlrj,CHALLENGER,195승 152패 (56.20%),864점
asdasdzzxacc,CHALLENGER,136승 91패 (59.91%),864점
정수냥 귀엽다,CHALLENGER,259승 222패 (53.85%),862점
Holy Spirit Pun1,CHALLENGER,171승 100패 (63.10%),861점
wuuf wuuf,CHALLENGER,150승 98패 (60.48%),861점
Gen G samD,CHALLENGER,154승 118패 (56.62%),860점
KAIST20윤민혁,CHALLENGER,193승 159패 (54.83%),860점
 hoekba,CHALLENGER,365승 324패 (52.98%),859점
적수가없는사람,CHALLENGER,119승 79패 (60.10%),858점
Co24,CHALLENGER,116승 73패 (61.38%),858점
ni2ba,CHALLENGER,339승 301패 (52.97%),857점
드맨드맨핸드맨,CHALLENGER,247승 208패 (54.29%),857점
OKOK0K,CHALLENGER,578승 547패 (51.38%),857점
Epilogue for you,CHALLENGER,535승 498패 (51.79%),856점
xycg,CHALLENGER,316승 279패 (53.11%),855점
i half,CHALLENGER,235승 199패 (54.15%),855점
디알엑스 파테,CHALLENGER,111승 72패 (60.66%),855점
dokkhye,CHALLENGER,106승 62패 (63.10%),854점
Damnn JG,CHALLENGER,307승 277패 (52.57%),854점
내 채팅용,CHALLENGER,264승 201패 (56.77%),852점
enenenenang,CHALLENGER,247승 215패 (53.46%),844점
sunghyuk39,CHALLENGER,291승 256패 (53.20%),844점
Daystarrr,CHALLENGER,135승 88패 (60.54%),838점
전시우 07,CHALLENGER,419승 393패 (51.60%),829점
02Quad,GRANDMASTER,182승 128패 (58.71%),915점
marshmallowo,GRANDMASTER,454승 425패 (51.65%),886점
커피마시지말자,GRANDMASTER,494승 437패 (53.06%),873점
FA 카니아,GRANDMASTER,155승 115패 (57.41%),867점
말라리아뇌염모기,GRANDMASTER,223승 161패 (58.07%),863점
NS OddEye,GRANDMASTER,503승 469패 (51.75%),863점
Hype1,GRANDMASTER,145승 108패 (57.31%),861점
후쿠시마산꽃게랑,GRANDMASTER,240승 201패 (54.42%),858점
카르마 룰루,GRANDMASTER,239승 200패 (54.44%),851점
Pedro xdd,GRANDMASTER,163승 116패 (58.42%),851점
ybsg,GRANDMASTER,255승 225패 (53.12%),850점
T1 Dol,GRANDMASTER,171승 142패 (54.63%),850점
JeongHoon Lee,GRANDMASTER,163승 97패 (62.69%),849점
Jerma985,GRANDMASTER,182승 137패 (57.05%),849점
BBVOY,GRANDMASTER,212승 167패 (55.94%),848점
owen nine,GRANDMASTER,300승 255패 (54.05%),848점
BYGAO,GRANDMASTER,146승 110패 (57.03%),848점
전민혁,GRANDMASTER,452승 406패 (52.68%),848점
바다가 좋아1,GRANDMASTER,256승 222패 (53.56%),847점
Shadow Nia,GRANDMASTER,117승 71패 (62.23%),845점
TraytoN,GRANDMASTER,185승 152패 (54.90%),843점
죽기 쉬운 사람,GRANDMASTER,145승 112패 (56.42%),838점
먹고살게해주세요,GRANDMASTER,255승 225패 (53.12%),835점
2 C U Again,GRANDMASTER,271승 238패 (53.24%),834점
pray snow,GRANDMASTER,380승 354패 (51.77%),833점
Rose bloomforyou,GRANDMASTER,104승 76패 (57.78%),832점
wmy,GRANDMASTER,300승 269패 (52.72%),832점
xqwasdzxcfre,GRANDMASTER,135승 91패 (59.73%),831점
yasuu,GRANDMASTER,133승 102패 (56.60%),829점
호쇼마린 유튜브,GRANDMASTER,145승 115패 (55.77%),827점
jusaka,GRANDMASTER,114승 80패 (58.76%),825점
afsdfasgagaga,GRANDMASTER,105승 63패 (62.50%),825점
Saebyuck,GRANDMASTER,379승 347패 (52.20%),825점
Gen G Slayer,GRANDMASTER,342승 313패 (52.21%),825점
NS Carlm,GRANDMASTER,267승 235패 (53.19%),820점
Twitch 곰팡호,GRANDMASTER,273승 236패 (53.63%),819점
Cliyrd,GRANDMASTER,130승 97패 (57.27%),819점
aierlanlaozhu,GRANDMASTER,261승 194패 (57.36%),819점
PUDJI,GRANDMASTER,118승 76패 (60.82%),818점
what is freedom,GRANDMASTER,427승 388패 (52.39%),816점
Honpi,GRANDMASTER,322승 292패 (52.44%),814점
Kobe mamba,GRANDMASTER,141승 103패 (57.79%),813점
SonnabaccanaKR,GRANDMASTER,173승 139패 (55.45%),813점
코이였던트림비,GRANDMASTER,114승 65패 (63.69%),812점
XiaoHuaSheng7,GRANDMASTER,103승 70패 (59.54%),808점
광팔햄,GRANDMASTER,244승 214패 (53.28%),807점
Som is cute,GRANDMASTER,172승 138패 (55.48%),806점
DK Pullbae,GRANDMASTER,222승 190패 (53.88%),805점
JustLikeThatKR,GRANDMASTER,270승 236패 (53.36%),805점
Im no invincible,GRANDMASTER,169승 135패 (55.59%),804점
Gamin,GRANDMASTER,235승 206패 (53.29%),803점
bbimm,GRANDMASTER,194승 131패 (59.69%),802점
godeppin,GRANDMASTER,144승 111패 (56.47%),801점
Palafox,GRANDMASTER,253승 214패 (54.18%),800점
Envy3,GRANDMASTER,183승 134패 (57.73%),800점
Hide on bush,GRANDMASTER,255승 224패 (53.24%),800점
weimouren,GRANDMASTER,228승 191패 (54.42%),800점
ZED99,GRANDMASTER,170승 130패 (56.67%),799점
Haru1,GRANDMASTER,292승 259패 (52.99%),798점
midmId1,GRANDMASTER,99승 64패 (60.74%),796점
최기명,GRANDMASTER,110승 67패 (62.15%),795점
05 pro,GRANDMASTER,92승 45패 (67.15%),794점
zxcvbnmlop,GRANDMASTER,188승 155패 (54.81%),794점
caballo ganador,GRANDMASTER,114승 81패 (58.46%),791점
KT Feisty,GRANDMASTER,711승 674패 (51.34%),790점
IHOPancakes,GRANDMASTER,272승 246패 (52.51%),790점
미북이,GRANDMASTER,159승 126패 (55.79%),790점
킬러톱,GRANDMASTER,294승 259패 (53.16%),790점
오징오뀨,GRANDMASTER,437승 400패 (52.21%),789점
하얗고예쁨,GRANDMASTER,234승 200패 (53.92%),785점
oh guys,GRANDMASTER,363승 330패 (52.38%),784점
nordlys,GRANDMASTER,174승 122패 (58.78%),784점
오브크,GRANDMASTER,347승 305패 (53.22%),783점
xxxxxm,GRANDMASTER,236승 199패 (54.25%),781점
RouFengYS,GRANDMASTER,221승 184패 (54.57%),781점
longshen,GRANDMASTER,160승 108패 (59.70%),780점
AngIe Beats,GRANDMASTER,347승 317패 (52.26%),779점
호잇이,GRANDMASTER,129승 89패 (59.17%),779점
svp king,GRANDMASTER,219승 178패 (55.16%),778점
MiaoniuCnt,GRANDMASTER,288승 225패 (56.14%),778점
뇌 녹 사,GRANDMASTER,185승 159패 (53.78%),778점
qifeng 34D,GRANDMASTER,138승 96패 (58.97%),776점
Cachorrita mala,GRANDMASTER,103승 60패 (63.19%),776점
Swamp1,GRANDMASTER,428승 397패 (51.88%),775점
ninth palace,GRANDMASTER,178승 128패 (58.17%),774점
그아아아아아아악,GRANDMASTER,407승 378패 (51.85%),772점
아이고오오오오오,GRANDMASTER,170승 142패 (54.49%),771점
생품이,GRANDMASTER,254승 214패 (54.27%),771점
lquwupl,GRANDMASTER,302승 260패 (53.74%),771점
상식적으로,GRANDMASTER,275승 239패 (53.50%),770점
블리츠파이크바드,GRANDMASTER,97승 59패 (62.18%),770점
xdsnc,GRANDMASTER,155승 111패 (58.27%),770점
HLE 해태,GRANDMASTER,455승 433패 (51.24%),769점
YQYQ,GRANDMASTER,113승 81패 (58.25%),767점
Pizano,GRANDMASTER,357승 322패 (52.58%),766점
BRO A SUP,GRANDMASTER,310승 280패 (52.54%),764점
ruadl,GRANDMASTER,186승 155패 (54.55%),763점
내핑좀들어,GRANDMASTER,90승 53패 (62.94%),763점
xianmiaozhun,GRANDMASTER,312승 275패 (53.15%),761점
Attack 0n Titan,GRANDMASTER,449승 425패 (51.37%),761점
vinaka,GRANDMASTER,181승 141패 (56.21%),761점
forse,GRANDMASTER,358승 322패 (52.65%),760점
Blue Oasis,GRANDMASTER,124승 109패 (53.22%),758점
빡 표,GRANDMASTER,833승 801패 (50.98%),758점
Gen G Ruler,GRANDMASTER,202승 171패 (54.16%),758점
피그차이나,GRANDMASTER,161승 130패 (55.33%),754점
상욱Ryu,GRANDMASTER,137승 109패 (55.69%),754점
Life1,GRANDMASTER,98승 67패 (59.39%),754점
woyaoshangzuanyi,GRANDMASTER,260승 215패 (54.74%),753점
키보드에음료쏟아서고장내는이도윤,GRANDMASTER,158승 131패 (54.67%),753점
yzw3,GRANDMASTER,431승 397패 (52.05%),753점
봇 권위자,GRANDMASTER,200승 174패 (53.48%),751점
TSM JG,GRANDMASTER,151승 115패 (56.77%),751점
hawhawneverlucky,GRANDMASTER,172승 121패 (58.70%),751점
rehpyc,GRANDMASTER,416승 380패 (52.26%),750점
qie zhan xi yi,GRANDMASTER,253승 218패 (53.72%),750점
소년가장 원딜,GRANDMASTER,253승 229패 (52.49%),750점
죽림초,GRANDMASTER,131승 101패 (56.47%),750점
바람부는언덕위에,GRANDMASTER,102승 60패 (62.96%),749점
이즈직스,GRANDMASTER,155승 117패 (56.99%),749점
쭈니졸려,GRANDMASTER,174승 147패 (54.21%),749점
GEN Dahlia,GRANDMASTER,268승 243패 (52.45%),749점
신분이 매우 굳다,GRANDMASTER,167승 127패 (56.80%),748점
qweasdcxz,GRANDMASTER,112승 86패 (56.57%),748점
mv6,GRANDMASTER,294승 265패 (52.59%),747점
zcxsdasdas,GRANDMASTER,233승 201패 (53.69%),747점
사람위에사람없고,GRANDMASTER,390승 352패 (52.56%),747점
DRX Rascal,GRANDMASTER,185승 156패 (54.25%),747점
송도 톰 하디,GRANDMASTER,133승 90패 (59.64%),747점
스물다섯번째밤,GRANDMASTER,289승 262패 (52.45%),746점
전략적죽음,GRANDMASTER,134승 97패 (58.01%),745점
나를누가막니,GRANDMASTER,155승 96패 (61.75%),745점
Jay Chou,GRANDMASTER,265승 232패 (53.32%),745점
pdxsm3,GRANDMASTER,207승 173패 (54.47%),744점
Jwei,GRANDMASTER,263승 225패 (53.89%),743점
아 히 짱,GRANDMASTER,202승 140패 (59.06%),743점
전상득,GRANDMASTER,235승 199패 (54.15%),741점
mubiao,GRANDMASTER,151승 117패 (56.34%),741점
i kid,GRANDMASTER,264승 230패 (53.44%),740점
채팅참기챌린지,GRANDMASTER,84승 55패 (60.43%),739점
NS Hwichan,GRANDMASTER,347승 321패 (51.95%),738점
yucca입니다,GRANDMASTER,278승 247패 (52.95%),734점
S2Zi존동희S2,GRANDMASTER,253승 207패 (55.00%),734점
럭스원쳄,GRANDMASTER,186승 143패 (56.53%),733점
ayao,GRANDMASTER,143승 98패 (59.34%),733점
jinyuhuahuo,GRANDMASTER,260승 228패 (53.28%),733점
swordart7,GRANDMASTER,142승 113패 (55.69%),732점
xiayoujie,GRANDMASTER,143승 108패 (56.97%),731점
손주녁,GRANDMASTER,135승 107패 (55.79%),730점
tbvmfla,GRANDMASTER,110승 77패 (58.82%),730점
